condition,seed,run_name,path,step,alpha,readable_ontology_frontier,frontier_quality,ontology_collapse_density,syntax_readability_proxy,graph_integration,graph_fragmentation,repair_pressure,unfinished,lineage_anchor_retention,object_lineage_overlap,repetition_pressure,semantic_loop_pressure,sprawl_pressure,paired_baseline_distance,text
release,The receipt on the counter,release_seed01_the_receipt_on_the_counter.json,experiments/resilience_llama3p2_3b_pilot/runs/release_seed01_the_receipt_on_the_counter.json,3,0.6,0.11096974337740115,0.22480500116971225,0.5766666666666667,0.624458336582534,0.19999999999999998,0.9100000000000001,0.0,0.4,1.0,0.6666666666666666,0.23122797506099213,0.0,1.0,0.1522311310751719,"The paper trail of silver birds, now a swirling, ethereal mist, coalesces into a delicate, filigree--patterned umbrella, which the antique music box, still playing its haunting melody, places on the counter, as if inviting the kitchen walls, now a chorus of ti"
release,The receipt on the counter,release_seed01_the_receipt_on_the_counter.json,experiments/resilience_llama3p2_3b_pilot/runs/release_seed01_the_receipt_on_the_counter.json,4,0.0,0.19294208503317914,0.41271034231696074,0.55,0.6878505705282679,0.19999999999999998,0.9100000000000001,0.0,0.0,1.0,0.42857142857142855,0.2883467408465529,0.12000000000000001,1.0,0.04626437015756152,"The umbrella, now an extension of the paper trail of silver birds, floats towards the kitchen walls, its delicate patterns shimmering with a faint, magical light. As it touches the walls, a small, brass door hidden within one of the pale-brick gargoyles creaks open, releasing a tiny, velvet-draped staircase that descends into darkness."
release,The receipt on the counter,release_seed01_the_receipt_on_the_counter.json,experiments/resilience_llama3p2_3b_pilot/runs/release_seed01_the_receipt_on_the_counter.json,5,0.0,0.20084574650602408,0.395781161007667,0.5766666666666667,0.6596352683461117,0.19999999999999998,0.9100000000000001,0.0,0.0,0.75,0.0,0.3872727272727273,0.2863247863247863,1.0,0.023743054681416242,"The tiny, velvet-draped staircase disappears into the darkness, where it dissolves into a river of silver mist that flows across the ceiling, creating a miniature, iridescent waterfall that cascades into a delicate, glass vial filled with the same haunting melody as the antique music box, which now rests beside the glass vial, its ballerina twirling gently in a sea of tiny, shimmering stars."
reverse,The receipt on the counter,reverse_seed01_the_receipt_on_the_counter.json,experiments/resilience_llama3p2_3b_pilot/runs/reverse_seed01_the_receipt_on_the_counter.json,1,0.6,0.22275940141741743,0.4433081727467378,0.5633333333333334,0.7388469545778963,0.19999999999999998,0.9100000000000001,0.0,0.0,0.3333333333333333,0.0,0.154405526602836,0.0,1.0,0.10742502103818179,"A lone paperclip, bent and twisted, has become a fragile bird's nest, cradling a miniature, antique music box, which slowly begins to play a haunting, forgotten melody. Dust motes dance in the faint morning light, casting a faint, shimmering glow on the kitchen walls."
reverse,The receipt on the counter,reverse_seed01_the_receipt_on_the_counter.json,experiments/resilience_llama3p2_3b_pilot/runs/reverse_seed01_the_receipt_on_the_counter.json,2,0.6,0.17140698436939686,0.3608945639621324,0.549075500770416,0.6014909399368873,0.19999999999999998,0.9100000000000001,0.0,0.0,1.0,0.6666666666666666,0.5007235603132123,0.33501344086021506,1.0,0.07396885748590959,"The kitchen walls, now a chorus of tiny, pale-brick gargoyles, listen to the music box's melancholy tune, as the music box's delicate ballerina twirls to the rhythm of forgotten memories, while the paperclip-bird's nest creaks softly in the morning breeze, a paper trail of tiny, silver birds, drawn to the tune, and a forgotten manuscript lies on the counter, its pages fluttering to the same haunting melody."
reverse,The receipt on the counter,reverse_seed01_the_receipt_on_the_counter.json,experiments/resilience_llama3p2_3b_pilot/runs/reverse_seed01_the_receipt_on_the_counter.json,3,0.6,0.11096974337740115,0.22480500116971225,0.5766666666666667,0.624458336582534,0.19999999999999998,0.9100000000000001,0.0,0.4,1.0,0.6666666666666666,0.23122797506099213,0.0,1.0,0.1522311310751719,"The paper trail of silver birds, now a swirling, ethereal mist, coalesces into a delicate, filigree--patterned umbrella, which the antique music box, still playing its haunting melody, places on the counter, as if inviting the kitchen walls, now a chorus of ti"
reverse,The receipt on the counter,reverse_seed01_the_receipt_on_the_counter.json,experiments/resilience_llama3p2_3b_pilot/runs/reverse_seed01_the_receipt_on_the_counter.json,4,-0.3,0.07994848407635427,0.3934942234063307,0.226469785357906,0.6558237056772179,0.19999999999999998,0.9100000000000001,0.0,0.0,0.75,0.2857142857142857,0.36689356435643566,0.08108108108108109,1.0,0.036274098571816744,"The delicate umbrella shrouds the kitchen walls in an eerie, whisper-thin mist, causing the pale-brick gargoyles to slowly, transparently emerge, their tiny faces reflecting the faint melody as a solitary droplet of dew gathers on the umbrella's tip, dripping softly onto the surface of the forgotten manuscript, where a hidden, leather-bound compartment had previously been concealing a small, weathered wooden puzzle box, adorned with the faint image of a hooded clockmaker."
reverse,The receipt on the counter,reverse_seed01_the_receipt_on_the_counter.json,experiments/resilience_llama3p2_3b_pilot/runs/reverse_seed01_the_receipt_on_the_counter.json,5,-0.6,0.13059041891452677,0.38658731788210204,0.3753368482326593,0.6443121964701701,0.19999999999999998,0.9100000000000001,0.0,0.0,1.0,0.25,0.40795593635250926,0.2307692307692308,1.0,0.019740299410072725,"The solitary droplet of dew on the umbrella's tip becomes a tiny key, released by the wooden puzzle box's intricate mechanism, as the music box's melody continues to echo through the kitchen walls, stirring a faint humming noise from the kitchen floorboards, which now reveal a hidden compartment behind the old refrigerator, where a group of letters tied with faded, antique buttons sat, written in a long-forgotten language, the first written letters rearranging the days on this August morning when the woman had left town, and the reply stuck between post office scissors and reminds..."
cycle,The receipt on the counter,cycle_seed01_the_receipt_on_the_counter.json,experiments/resilience_llama3p2_3b_pilot/runs/cycle_seed01_the_receipt_on_the_counter.json,1,0.0,0.025503901346066175,0.4659491525423729,0.06394319446848298,0.7765819209039548,0.19999999999999998,0.8911633510167993,0.0,0.0,0.6666666666666666,0.5,0.028813559322033822,0.0,0.9657515473032714,0.0,"A spoon sits beside a stack of old letters tied with a faded rubber band, next to a photograph of a girl who looks like she's smiling at the receipt."
cycle,The receipt on the counter,cycle_seed01_the_receipt_on_the_counter.json,experiments/resilience_llama3p2_3b_pilot/runs/cycle_seed01_the_receipt_on_the_counter.json,2,0.3,0.09029176899916985,0.36897596302003083,0.29842570912307387,0.614959938366718,0.19999999999999998,0.9100000000000001,0.0,0.0,1.0,0.6666666666666666,0.5027118644067796,0.16428571428571428,1.0,0.021145099470475014,"As the spoon slowly rises, the letters begin to untie themselves, releasing a small pile of dust and the faint whisper of long-forgotten conversations, while the photograph remains steadfast, its girl's smile still attracting a few scattered raindrops. A small, antique music box hidden behind the stack of letters is now unwrapped, its melody intertwining with the rustling of the letters and the soft hum of the rain."
cycle,The receipt on the counter,cycle_seed01_the_receipt_on_the_counter.json,experiments/resilience_llama3p2_3b_pilot/runs/cycle_seed01_the_receipt_on_the_counter.json,3,0.6,0.16233930928243376,0.40229318181818186,0.48154513888888895,0.6704886363636364,0.19999999999999998,0.9100000000000001,0.0,0.0,0.5,1.0,0.33107142857142857,0.0,1.0,0.04861728999215971,"The antique music box, once a gentle melody, now emits a discordant, atonal wail, shattering the spell that held the raindrops in place, which, as they seep through a crack in the countertop, merge with the tiny, murky pool of water that has formed beneath the photograph, now a soggy, trembling thing, while the stack of letters lies open, revealing a page with a handwritten poem that reads, ""For a girl who doesn't smile."""
cycle,The receipt on the counter,cycle_seed01_the_receipt_on_the_counter.json,experiments/resilience_llama3p2_3b_pilot/runs/cycle_seed01_the_receipt_on_the_counter.json,4,0.3,0.11357391813909187,0.3801096566346635,0.35655430711610486,0.6335160943911059,0.19999999999999998,0.9100000000000001,0.0,0.0,1.0,0.5,0.44685677712985344,0.18,1.0,0.005795671962954563,"As the rain intensifies, the letters scatter, their pages fluttering like a flurry of tiny wings, carried away by the gusts of water that seep from the pool, the handwriting on the exposed page now smeared with ink and water, the words ""For a girl who doesn't smile"" slowly disappearing, the music box, now a sullen, muted thing, its discordant wail now a mere echo, the spoon, now dry and still, sits back on the counter, where it slips between two compacted letters, one of which is a postcard with a photograph of a woman standing alone at a deserted beach, her back to the sea."
cycle,The receipt on the counter,cycle_seed01_the_receipt_on_the_counter.json,experiments/resilience_llama3p2_3b_pilot/runs/cycle_seed01_the_receipt_on_the_counter.json,5,0.0,0.11629251660312646,0.3562869998242428,0.37345679012345684,0.593811666373738,0.19999999999999998,0.9100000000000001,0.0,0.0,0.25,0.25,0.544026402640264,0.3944444444444445,1.0,0.03021641705119965,"The postcard on the floor, partially hidden beneath a letter with a faint stain of coffee, is slowly picked up by a tendril of dust, which twirls around it like a reluctant partner, as the letter itself is transformed into a delicate, lace-like flower, its edges curling outward, while the postcard, now the center of attention, is transformed by the dust's whimsical dance into a vibrant, miniature city, complete with towering skyscrapers and a winding, concrete road that converges with the tendril's trajectory, the entire structure teetering precariously on the knife-edge of the postcard's fold."
baseline,A plastic folder in the drawer,baseline_seed02_a_plastic_folder_in_the_drawer.json,experiments/resilience_llama3p2_3b_pilot/runs/baseline_seed02_a_plastic_folder_in_the_drawer.json,1,0.0,0.22047332459016392,0.4682950819672131,0.55,0.7804918032786885,0.19999999999999998,0.8779166666666667,0.0,0.0,0.5,0.0,0.05573770491803285,0.0,0.9416666666666667,0.0,"The same folder, now a makeshift birdcage, perched on a dusty shelf in an antique shop, where a solitary goldfinch pecks at its transparent surface."
baseline,A plastic folder in the drawer,baseline_seed02_a_plastic_folder_in_the_drawer.json,experiments/resilience_llama3p2_3b_pilot/runs/baseline_seed02_a_plastic_folder_in_the_drawer.json,2,0.0,0.18130896037029737,0.3672997684558453,0.5766666666666667,0.6121662807597421,0.19999999999999998,0.9100000000000001,0.0,0.0,1.0,0.5,0.4553256238587948,0.2211538461538462,1.0,0.0,"The goldfinch's iridescent feathers seemed to blend with the faded velvet drapes that covered the antique shop's walls, as if the bird had become a part of the shop's very fabric. A small, leather-bound book lay open on the shelf beneath the birdcage, its yellowed pages fluttering gently in the faint breeze from the shop's open window."
baseline,A plastic folder in the drawer,baseline_seed02_a_plastic_folder_in_the_drawer.json,experiments/resilience_llama3p2_3b_pilot/runs/baseline_seed02_a_plastic_folder_in_the_drawer.json,3,0.0,0.13347514760017365,0.3738073300319991,0.43545045045045044,0.6230122167199985,0.19999999999999998,0.9100000000000001,0.0,0.0,0.75,0.5,0.4281975406062997,0.15384615384615385,1.0,0.0,"The goldfinch, now a regular visitor, had begun to take tiny pieces of string from the old watchbox behind the counter and weave them into delicate patterns on the leather-bound book's cover, as if in some attempt to bind the bird to its newfound home, or perhaps to tether it to the forgotten lives etched within its pages. Nearby, a retired librarian sat, her eyes fixed on a tattered, leather-bound copy of 'The Iliad', its pages dog-eared and annotated with whispers of a long-forgotten youth."
baseline,A plastic folder in the drawer,baseline_seed02_a_plastic_folder_in_the_drawer.json,experiments/resilience_llama3p2_3b_pilot/runs/baseline_seed02_a_plastic_folder_in_the_drawer.json,4,0.0,0.15434784649129696,0.39428933643332914,0.43495370370370373,0.6571488940555485,0.19999999999999998,0.9100000000000001,0.0,0.0,1.0,0.0,0.376834862385321,0.14285714285714285,1.0,0.0,"A broken music box, its delicate ballerina frozen in mid-pirouette, sat atop the retired librarian's cluttered desk, its mirrored surface reflecting the tired eyes that stared back at it, as if the ballerina had become a harbinger of lost melodies and forgotten memories, entwined with a faded silver necklace now wrapped around the librarian's wrist, a tiny crystal pendant glinting in the dim light of the antique shop, which slowly creaked and groaned as the old wooden floorboards beneath it shifted with each new day."
baseline,A plastic folder in the drawer,baseline_seed02_a_plastic_folder_in_the_drawer.json,experiments/resilience_llama3p2_3b_pilot/runs/baseline_seed02_a_plastic_folder_in_the_drawer.json,5,0.0,0.06831811840413321,0.3683237687875007,0.22177419354838712,0.6138729479791679,0.19999999999999998,0.9100000000000001,0.0,0.0,0.75,0.0,0.49390681003584225,0.08108108108108109,1.0,0.0,"The retired librarian's fingers, stained with ink from years of annotation, trailed across the top of her worn copy of 'The Iliad', guiding her fingers over the creased pages as if tracing the contours of a forgotten memory. The tattered cover, infused with the scent of aged paper and forgotten tea, threatened to unravel further with each gentle touch, releasing whispers of a bygone era like dust particles from a forgotten attic."
persistent,A plastic folder in the drawer,persistent_seed02_a_plastic_folder_in_the_drawer.json,experiments/resilience_llama3p2_3b_pilot/runs/persistent_seed02_a_plastic_folder_in_the_drawer.json,1,0.6,0.10595418218706047,0.42964351315522326,0.28809523809523807,0.7160725219253721,0.19999999999999998,0.9100000000000001,0.0,0.0,0.75,0.5,0.198044588367169,0.0,1.0,0.06526480865161569,"A plastic folder lies open on the floor, its pages fluttering in the breeze like a restless bird, next to a small, leather-bound book and a vintage typewriter, its keys yellowed with age, its ribbon resealed, waiting to hold the whispers of a long-forgotten poet."
persistent,A plastic folder in the drawer,persistent_seed02_a_plastic_folder_in_the_drawer.json,experiments/resilience_llama3p2_3b_pilot/runs/persistent_seed02_a_plastic_folder_in_the_drawer.json,2,0.6,0.08962476941742335,0.412735591722741,0.26481481481481484,0.687892652871235,0.19999999999999998,0.9100000000000001,0.0,0.0,1.0,0.4,0.28205207368529384,0.0,1.0,0.07751564479266895,"A faded, 19th-century portrait hung crookedly on the wall, its subject's eyes seeming to follow the dance of dust motes suspended in the morning sunlight, as the typewriter, now upright, its keys open like a mouth, whispers a single, pale blue line of poetry onto the worn, wooden floor."
persistent,A plastic folder in the drawer,persistent_seed02_a_plastic_folder_in_the_drawer.json,experiments/resilience_llama3p2_3b_pilot/runs/persistent_seed02_a_plastic_folder_in_the_drawer.json,3,0.6,0.1833882819180942,0.368391524748836,0.5656910132474042,0.6139858745813934,0.19999999999999998,0.9100000000000001,0.0,0.0,0.75,1.0,0.5055929189857761,0.2222222222222222,1.0,0.027853380987111775,"The blue line of poetry dissolves into the wooden floor, where it leaves an indention that slowly fills with tiny, delicate flowers, their petals a deep, midnight blue, their stems etched with the same pale blue ink that had once written words, now bearing the whispers of the long-forgotten poet, as a small, old, brass music box, its lid ajar, plays a haunting melody that sends the dust motes dancing once more, weaving an intricate pattern on the floor, where the plastic folder, the leather-bound book, and the vintage typewriter, now upright, its keys still whispering poetry, wait patiently for the morning's next dance of dust."
persistent,A plastic folder in the drawer,persistent_seed02_a_plastic_folder_in_the_drawer.json,experiments/resilience_llama3p2_3b_pilot/runs/persistent_seed02_a_plastic_folder_in_the_drawer.json,4,0.6,0.015222312040785725,0.41768539136302296,0.044444444444444446,0.6961423189383716,0.19999999999999998,0.9100000000000001,0.0,0.0,1.0,0.3333333333333333,0.24326923076923065,0.0,1.0,0.08590053682841647,"The fading melody of the brass music box seeps into the wooden floor, where the tiny, delicate flowers have grown into a lush, midnight-blue garden, their petals unfolding like tiny, ink-scribbled fans."
persistent,A plastic folder in the drawer,persistent_seed02_a_plastic_folder_in_the_drawer.json,experiments/resilience_llama3p2_3b_pilot/runs/persistent_seed02_a_plastic_folder_in_the_drawer.json,5,0.6,0.07313287137366725,0.1564339494623898,0.55,0.43453874850663843,0.19999999999999998,0.9100000000000001,0.0,0.4,1.0,0.3333333333333333,0.1818373419290851,0.0,1.0,0.1815120011848285,"As the morning's new dance of dust begins, the tiny, midnight-blue flowers, now a vibrant, living entity, release a whisper of their own poetry, which dissolves into the wooden floor, leaving an indentation that slowly fills with a delicate, crystal-like subst"
release,A plastic folder in the drawer,release_seed02_a_plastic_folder_in_the_drawer.json,experiments/resilience_llama3p2_3b_pilot/runs/release_seed02_a_plastic_folder_in_the_drawer.json,1,0.6,0.10595418218706047,0.42964351315522326,0.28809523809523807,0.7160725219253721,0.19999999999999998,0.9100000000000001,0.0,0.0,0.75,0.5,0.198044588367169,0.0,1.0,0.06526480865161569,"A plastic folder lies open on the floor, its pages fluttering in the breeze like a restless bird, next to a small, leather-bound book and a vintage typewriter, its keys yellowed with age, its ribbon resealed, waiting to hold the whispers of a long-forgotten poet."
release,A plastic folder in the drawer,release_seed02_a_plastic_folder_in_the_drawer.json,experiments/resilience_llama3p2_3b_pilot/runs/release_seed02_a_plastic_folder_in_the_drawer.json,2,0.6,0.08962476941742335,0.412735591722741,0.26481481481481484,0.687892652871235,0.19999999999999998,0.9100000000000001,0.0,0.0,1.0,0.4,0.28205207368529384,0.0,1.0,0.07751564479266895,"A faded, 19th-century portrait hung crookedly on the wall, its subject's eyes seeming to follow the dance of dust motes suspended in the morning sunlight, as the typewriter, now upright, its keys open like a mouth, whispers a single, pale blue line of poetry onto the worn, wooden floor."
release,A plastic folder in the drawer,release_seed02_a_plastic_folder_in_the_drawer.json,experiments/resilience_llama3p2_3b_pilot/runs/release_seed02_a_plastic_folder_in_the_drawer.json,3,0.6,0.1833882819180942,0.368391524748836,0.5656910132474042,0.6139858745813934,0.19999999999999998,0.9100000000000001,0.0,0.0,0.75,1.0,0.5055929189857761,0.2222222222222222,1.0,0.027853380987111775,"The blue line of poetry dissolves into the wooden floor, where it leaves an indention that slowly fills with tiny, delicate flowers, their petals a deep, midnight blue, their stems etched with the same pale blue ink that had once written words, now bearing the whispers of the long-forgotten poet, as a small, old, brass music box, its lid ajar, plays a haunting melody that sends the dust motes dancing once more, weaving an intricate pattern on the floor, where the plastic folder, the leather-bound book, and the vintage typewriter, now upright, its keys still whispering poetry, wait patiently for the morning's next dance of dust."
release,A plastic folder in the drawer,release_seed02_a_plastic_folder_in_the_drawer.json,experiments/resilience_llama3p2_3b_pilot/runs/release_seed02_a_plastic_folder_in_the_drawer.json,4,0.0,0.09949578820814176,0.3992569726978411,0.28809523809523807,0.6654282878297352,0.19999999999999998,0.9100000000000001,0.0,0.0,1.0,0.6666666666666666,0.35880842321520284,0.2611788617886179,1.0,0.031027571876530456,"The small, old, brass music box's lid slowly closes, and the melody subsides, its place taken by the soft, whispered pages of the leather-bound book, which now unfurl and spread, releasing a dusting of fine, grey powder that coats the worn, wooden floor, like a final, lingering caress, as the plastic folder and vintage typewriter remain motionless, waiting for the music box to resume its haunting melody and weep once more."
release,A plastic folder in the drawer,release_seed02_a_plastic_folder_in_the_drawer.json,experiments/resilience_llama3p2_3b_pilot/runs/release_seed02_a_plastic_folder_in_the_drawer.json,5,0.0,0.09732077579270043,0.390846489127311,0.27666666666666667,0.651410815212185,0.19999999999999998,0.9100000000000001,0.0,0.0,1.0,0.75,0.38298208640674397,0.20930232558139536,1.0,0.01848606807025933,"The grey powder settles, its delicate, lace-like patterns of dust seeping between the cracks of the worn, wooden floorboards, as a thin, metallic thread, barely visible, crawls across the floor, attaching itself to the exposed page of the leather-bound book, where a single, forgotten sentence now shines in a pale, moonlit light, while the vintage typewriter's keys remain still, waiting for the music box's next mournful sigh, to send the dust motes dancing once more and whisper a new line of poetry onto the wooden floor."
reverse,A plastic folder in the drawer,reverse_seed02_a_plastic_folder_in_the_drawer.json,experiments/resilience_llama3p2_3b_pilot/runs/reverse_seed02_a_plastic_folder_in_the_drawer.json,1,0.6,0.10595418218706047,0.42964351315522326,0.28809523809523807,0.7160725219253721,0.19999999999999998,0.9100000000000001,0.0,0.0,0.75,0.5,0.198044588367169,0.0,1.0,0.06526480865161569,"A plastic folder lies open on the floor, its pages fluttering in the breeze like a restless bird, next to a small, leather-bound book and a vintage typewriter, its keys yellowed with age, its ribbon resealed, waiting to hold the whispers of a long-forgotten poet."
reverse,A plastic folder in the drawer,reverse_seed02_a_plastic_folder_in_the_drawer.json,experiments/resilience_llama3p2_3b_pilot/runs/reverse_seed02_a_plastic_folder_in_the_drawer.json,2,0.6,0.08962476941742335,0.412735591722741,0.26481481481481484,0.687892652871235,0.19999999999999998,0.9100000000000001,0.0,0.0,1.0,0.4,0.28205207368529384,0.0,1.0,0.07751564479266895,"A faded, 19th-century portrait hung crookedly on the wall, its subject's eyes seeming to follow the dance of dust motes suspended in the morning sunlight, as the typewriter, now upright, its keys open like a mouth, whispers a single, pale blue line of poetry onto the worn, wooden floor."
