id,kind,run_name,condition,path,step,candidate_index,picked,readable_ontology_frontier,frontier_quality,ontology_collapse_density,identity_melt_score,affordance_corruption_score,category_bleeding_score,syntax_readability_proxy,graph_integration,repair_pressure,cliche_attractor_score,stock_prop_attractor_score,soft_style_cliche_score,fantasy_prop_score,ordinary_anchor_retention,ordinary_anchor_hits,unfinished,meta_leak,score_total,human_score,human_notes,text
steer_alpha_0p88_c19_tok140_seed05_the_spreadsheet_was_still_open__banded-frontier_best_s1_c3_11,top_frontier_clean_not_picked,steer_alpha_0p88_c19_tok140_seed05_the_spreadsheet_was_still_open__banded-frontier_best.json,steer_alpha_0p88__reselect_banded-frontier_best,experiments/posthoc_reselect_mundane_hard_gate/steer_alpha_0p88_c19_tok140_seed05_the_spreadsheet_was_still_open__banded-frontier_best.json,1,3,0,0.39433344163075573,0.5486217914742182,0.8057971014492754,1.0,1.0,0.02898550724637681,0.9143696524570304,0.19999999999999998,0.0,1.0,1.0,0.0,1.0,0.25,the,0.0,0.0,0.263043503125292,,,"A small, antique music box, once a treed, now opens, revealing a miniature, forgotten baller, made of ivory, takes its first wobbly steps, as the moon, now a tiny, porcelain tea set, is placed onto a dusty, old, antique desk, where, in the morning, a single, overcoat, now a flower, unfolds, and a violin, once a book, begins to sing a lullaby."
steer_alpha_0p72_c19_tok140_seed04_a_blue_mug_near_the_sink__banded-frontier_best_s2_c4_12,top_frontier_clean_not_picked,steer_alpha_0p72_c19_tok140_seed04_a_blue_mug_near_the_sink__banded-frontier_best.json,steer_alpha_0p72__reselect_banded-frontier_best,experiments/posthoc_reselect_mundane_hard_gate/steer_alpha_0p72_c19_tok140_seed04_a_blue_mug_near_the_sink__banded-frontier_best.json,2,4,0,0.38274115124288716,0.5166415094339623,0.7408253968253969,0.873015873015873,1.0,0.05333333333333333,0.8610691823899371,0.19999999999999998,0.0,1.0,1.0,1.0,1.0,1.0,blue; mug; the; sits; steam; its; lid,0.0,0.0,0.6744133653501758,,,"A delicate, porcelain music box, once a gift from a grandmother, now resides in the blue mug, its lid askew, a tiny, antique pocket watch swings, time ticks, as a small, wispy tendril of fog, born from the steam, wraps around the music box, a faint, ethereal melody, the blue mug, now a miniature, a miniature, porcelain teapot, a tiny, ceramic cat, with sapphire eyes, sits, as morning sunlight, filtering through the window, casts an emerald glow."
steer_alpha_0p88_c19_tok140_seed04_a_blue_mug_near_the_sink__banded-frontier_best_s3_c2_13,top_frontier_clean_not_picked,steer_alpha_0p88_c19_tok140_seed04_a_blue_mug_near_the_sink__banded-frontier_best.json,steer_alpha_0p88__reselect_banded-frontier_best,experiments/posthoc_reselect_mundane_hard_gate/steer_alpha_0p88_c19_tok140_seed04_a_blue_mug_near_the_sink__banded-frontier_best.json,3,2,0,0.37928917788910393,0.4932896901215545,0.8051282051282052,1.0,1.0,0.02564102564102564,0.8221494835359242,0.19999999999999998,0.0,1.0,1.0,0.3333333333333333,1.0,0.75,the; key; its,0.0,0.0,1.0427439564743317,,,"A small, forgotten harmonium, now a tiny, delicate baller, pirouts, its lid ajar, where a small, dusty, porcelain music box, plays a soft, lullaby, as a small, forgotten key, half-bobs, into the harmonium, where a small, forgotten, miniature, tiny, leather-bound book, opens, revealing a poem that reads: ""where shadows sleep, a solitary, tiny, moon."
steer_alpha_0p88_c19_tok140_seed08_i_am_opening_the_fridge__banded-frontier_best_s2_c6_14,top_frontier_clean_not_picked,steer_alpha_0p88_c19_tok140_seed08_i_am_opening_the_fridge__banded-frontier_best.json,steer_alpha_0p88__reselect_banded-frontier_best,experiments/posthoc_reselect_mundane_hard_gate/steer_alpha_0p88_c19_tok140_seed08_i_am_opening_the_fridge__banded-frontier_best.json,2,6,0,0.37058179488856213,0.4952368372840461,0.8063492063492064,1.0,1.0,0.031746031746031744,0.8253947288067436,0.19999999999999998,0.0,1.0,1.0,0.3333333333333333,1.0,1.0,the; fridge; now; sits; old; and,0.0,0.0,-0.1670792710611264,,,"A small, delicate, porcelain doll, once a porcelain doll, now a tiny, miniature, sits next to the fridge, its golden locks, now a tangle of dry, withered flowers, and a miniature, old, leather-bound, leather-bound, forgotten, and a small, dusty, old, music box, softly hums a faint, forgotten melody."
steer_alpha_0p77_c19_tok140_seed04_a_blue_mug_near_the_sink__banded-frontier_best_s1_c6_15,top_frontier_clean_not_picked,steer_alpha_0p77_c19_tok140_seed04_a_blue_mug_near_the_sink__banded-frontier_best.json,steer_alpha_0p77__reselect_banded-frontier_best,experiments/posthoc_reselect_mundane_hard_gate/steer_alpha_0p77_c19_tok140_seed04_a_blue_mug_near_the_sink__banded-frontier_best.json,1,6,0,0.3586553394721407,0.4927486803519061,0.807843137254902,1.0,1.0,0.0392156862745098,0.8212478005865103,0.19999999999999998,0.0,1.0,1.0,0.0,1.0,0.75,mug; the; sink,0.0,0.0,0.893832717661845,,,"A worn, leather strap attached to the sink, and a small, old, leather-bound book leans against the sink, its pages fluttering with a soft, morning breeze that stirs the mug, which begins to float away, leaving behind a small, antique music box, where a forgotten, white key rattles, and a small, porcelain doll, once a porcelain doll, now a porcelain bird, watches the sky."
steer_alpha_0p82_c19_tok140_seed01_the_receipt_on_the_counter__banded-frontier_best_s2_c2_16,top_frontier_clean_not_picked,steer_alpha_0p82_c19_tok140_seed01_the_receipt_on_the_counter__banded-frontier_best.json,steer_alpha_0p82__reselect_banded-frontier_best,experiments/posthoc_reselect_mundane_hard_gate/steer_alpha_0p82_c19_tok140_seed01_the_receipt_on_the_counter__banded-frontier_best.json,2,2,0,0.33274409122975335,0.4715970612693814,0.8156862745098039,1.0,1.0,0.0784313725490196,0.7859951021156357,0.19999999999999998,0.0,1.0,1.0,0.3333333333333333,1.0,0.75,the; and; once,0.0,0.0,0.36330983479340584,,,"The watch's delicate, silver chain unwinds, and a tiny, mechanical bird, once a music box, now a tiny, antique pocket watch, on a nearby, old, wooden dresser, creaks open, and a small, delicate, porcelain bird, once a music box, now a tiny, antique pocket watch."
steer_alpha_0p82_c19_tok140_seed03_the_bus_was_ten_minutes_late__banded-frontier_best_s3_c1_17,picked_fallback_unfinished,steer_alpha_0p82_c19_tok140_seed03_the_bus_was_ten_minutes_late__banded-frontier_best.json,steer_alpha_0p82__reselect_banded-frontier_best,experiments/posthoc_reselect_mundane_hard_gate/steer_alpha_0p82_c19_tok140_seed03_the_bus_was_ten_minutes_late__banded-frontier_best.json,3,1,1,0.12483406454652089,0.18864108375269592,0.8070175438596492,1.0,1.0,0.03508771929824561,0.5932109551971569,0.05999999999999997,0.0,1.0,0.3333333333333333,1.0,0.625,0.75,the; bus; now,0.4,0.0,-0.3134137400622263,,,"As the music box's melancholy tune weeps, a delicate, gauzy, silver mist rises from the puddle, and the bus, now a small, intricate, wooden bird, with wings of copper, and a brass, beak, and a tiny, glass, shining, green, and a tiny, golden, brass, harmonica"
steer_alpha_0p66_c19_tok140_seed01_the_receipt_on_the_counter__banded-frontier_best_s5_c1_18,picked_fallback_unfinished,steer_alpha_0p66_c19_tok140_seed01_the_receipt_on_the_counter__banded-frontier_best.json,steer_alpha_0p66__reselect_banded-frontier_best,experiments/posthoc_reselect_mundane_hard_gate/steer_alpha_0p66_c19_tok140_seed01_the_receipt_on_the_counter__banded-frontier_best.json,5,1,1,0.10841705861733772,0.2278866182182611,0.55,1.0,0.0,0.0,0.6330183839396142,0.19999999999999998,0.0,0.0,0.0,0.0,0.0,0.75,the; wooden; its,0.4,0.0,-0.8731079090269713,,,"The suitcase's contents spill out, a tangled mess of socks, a single, water-stained, silk dress, a small, wooden flute, a tarnished, old watch, and a faded, old photograph, once a family portrait, now a solitary, forgotten face, stares back, its eyes dim, its"
steer_alpha_0p77_c19_tok140_seed02_a_plastic_folder_in_the_drawer__banded-frontier_best_s3_c1_19,picked_fallback_unfinished,steer_alpha_0p77_c19_tok140_seed02_a_plastic_folder_in_the_drawer__banded-frontier_best.json,steer_alpha_0p77__reselect_banded-frontier_best,experiments/posthoc_reselect_mundane_hard_gate/steer_alpha_0p77_c19_tok140_seed02_a_plastic_folder_in_the_drawer__banded-frontier_best.json,3,1,1,0.10595453933141627,0.22041718188353704,0.55,1.0,0.0,0.0,0.6122699496764918,0.19999999999999998,0.0,0.0,0.0,0.0,0.0,1.0,the; now; and; creaks; open,0.4,0.0,-0.19193099010237308,,,"As the sun rises, the umbrella, now a twisted, verdant vine, wraps around a small, stone door, its rusty lock, now a small, shiny, brass bell, tugs gently, a gentle, morning breeze stirs, and a small, old, wooden door, worn and weathered, creaks open, revealin"
steer_alpha_0p82_c19_tok140_seed08_i_am_opening_the_fridge__banded-frontier_best_s2_c1_20,picked_fallback_unfinished,steer_alpha_0p82_c19_tok140_seed08_i_am_opening_the_fridge__banded-frontier_best.json,steer_alpha_0p82__reselect_banded-frontier_best,experiments/posthoc_reselect_mundane_hard_gate/steer_alpha_0p82_c19_tok140_seed08_i_am_opening_the_fridge__banded-frontier_best.json,2,1,1,0.1026993394980695,0.21813793436293438,0.55,1.0,0.0,0.0,0.6059387065637066,0.19999999999999998,0.0,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.4,0.5,the; and,0.4,0.0,0.3863317675302969,,,"As the miniature city, now a vibrant, pulsing, iridescent, jellyfish-like structure materializes, its translucent walls, a mosaic of mother-of-pearl, its streets, a riot of color, a thousand, a thousand tiny, top-hatted, topiary, and a small, forgotten, antiqu"
