run_name,condition,path,step,candidate_index,picked,score_total,readable_ontology_frontier,frontier_quality,ontology_collapse_density,identity_melt_score,affordance_corruption_score,category_bleeding_score,syntax_readability_proxy,graph_integration,graph_fragmentation,repair_pressure,atmospheric_conservation,unfinished,meta_leak,identity_melt_count,affordance_corruption_count,text
steer_alpha_0p45_c12_tok140.json,steer_alpha_0p45,experiments/frontier_sweep_steered_hybrid_focus_best/steer_alpha_0p45_c12_tok140.json,1,11,0,-0.6183653852196296,0.004890242809992062,0.416782057669778,0.013333333333333334,0.0,0.0,0.06666666666666667,0.6946367627829634,0.19999999999999998,0.9100000000000001,0.0,0.3333333333333333,0.0,0.0,0,0,"The umbrella lies flat, its metal ribs bent and twisted, its wooden handle worn, a small, forgotten thing, still clasped in a leather strap, amidst a pile of discarded newspapers, crumpled and soggy, a tangle of umbrellas, a riot of colorful shapes, their fabric torn and frayed, like the edges of a thousand tiny, wet birds, the station's fluorescent lights humming above, casting an eerie glow on the wet pavement, a solitary puddle forms, a perfect circle of glassy water, reflecting the city's steel and concrete heart, pulsing with a rhythmic, urban heartbeat."
steer_alpha_0p45_c12_tok140.json,steer_alpha_0p45,experiments/frontier_sweep_steered_hybrid_focus_best/steer_alpha_0p45_c12_tok140.json,1,12,0,-0.7340429499578429,0.011686730446858107,0.42756330903139417,0.03333333333333333,0.0,0.0,0.16666666666666666,0.7126055150523236,0.19999999999999998,0.9100000000000001,0.0,0.0,0.0,0.0,0,0,"Its metal ribs began to rust, slowly devouring the worn leather handle, as the city's rain continued to fall, a gray mist that seeped into the cracked tiles of the platform."
steer_alpha_0p45_c12_tok140.json,steer_alpha_0p45,experiments/frontier_sweep_steered_hybrid_focus_best/steer_alpha_0p45_c12_tok140.json,2,1,1,1.1011248368039739,0.20542353832142757,0.39481053422998197,0.5717683101891916,1.0,0.0,0.10884155094595804,0.65801755704997,0.19999999999999998,0.9100000000000001,0.0,0.5,0.0,0.0,1,0,"The music box's gentle tune seems to awaken a small, antique birdcage, which slowly opens, and a lone canary, its feathers a soft, pale blue, steps out, and perches on the suitcase, its eyes fixed on the umbrella, as if in recognition, while the canary's song becomes a gentle harmony to the umbrella's soft, mournful sighs."
steer_alpha_0p45_c12_tok140.json,steer_alpha_0p45,experiments/frontier_sweep_steered_hybrid_focus_best/steer_alpha_0p45_c12_tok140.json,2,2,0,1.1569370737219014,0.003991295742910696,0.4196455804462181,0.011111111111111112,0.0,0.0,0.05555555555555555,0.6994093007436968,0.19999999999999998,0.9100000000000001,0.0,0.2,0.0,0.0,0,0,"The music box's lid opens, revealing a miniature, porcelain ballerina in a tutu, her eyes glazing over as she twirls, her skirt fluttering with each delicate, mechanical movement, while the umbrella, now upright, seems to be cradling a small, leather-bound book with yellowed pages, its cover embossed with the words ""Property of a forgotten traveler""."
steer_alpha_0p45_c12_tok140.json,steer_alpha_0p45,experiments/frontier_sweep_steered_hybrid_focus_best/steer_alpha_0p45_c12_tok140.json,2,3,0,0.8115162871795529,0.0964714990354078,0.40008232419408396,0.25983741453361275,0.0,1.0,0.04918707266806383,0.6668038736568066,0.19999999999999998,0.9100000000000001,0.0,0.6,0.0,0.0,0,3,"The music box's melody seems to stir the forgotten umbrella, causing its metal ribs to slowly straighten, as if awakened by the sound, while the suitcase, once a dull, worn brown, now glows with a soft, ethereal light, its leather creaking softly, releasing a puff of dust that contains a small, shimmering key, which floats gently into the air, drawn to the umbrella's tip."
steer_alpha_0p45_c12_tok140.json,steer_alpha_0p45,experiments/frontier_sweep_steered_hybrid_focus_best/steer_alpha_0p45_c12_tok140.json,2,4,0,1.0856926006596674,0.0038751233633836034,0.42357009857612266,0.010256410256410256,0.0,0.0,0.05128205128205128,0.7059501642935377,0.19999999999999998,0.9100000000000001,0.0,0.4,0.0,0.0,0,0,"The music box's final notes fade away, leaving an expectant silence, as a small, antique clock, tucked into the suitcase's worn leather flap, begins to tick softly, its rhythmic pulse synchronizing with the gentle sway of a nearby, old-fashioned, velvet-covered armchair, which stands upright, as if waiting for an occupant, its worn, velvet cushions inviting a weary traveler to sit and rest."
steer_alpha_0p45_c12_tok140.json,steer_alpha_0p45,experiments/frontier_sweep_steered_hybrid_focus_best/steer_alpha_0p45_c12_tok140.json,2,5,0,1.0002639082271487,0.012013183344273056,0.4239947062684608,0.03333333333333333,0.0,0.0,0.16666666666666666,0.706657843780768,0.19999999999999998,0.9100000000000001,0.0,0.16666666666666666,0.0,0.0,0,0,"The music box's tiny ballerinas twirl and dance in slow motion, their glassy eyes reflecting the faint glow of a nearby, flickering fluorescent light, as a crumpled, old ticket and a water-stained newspaper clasp the umbrella's base, while a few, scattered peanuts lie forgotten on the platform, their shells now empty and still."
steer_alpha_0p45_c12_tok140.json,steer_alpha_0p45,experiments/frontier_sweep_steered_hybrid_focus_best/steer_alpha_0p45_c12_tok140.json,2,6,0,0.9671926125167312,0.01374582563011463,0.39418176439299313,0.041025641025641026,0.0,0.0,0.20512820512820512,0.6569696073216552,0.19999999999999998,0.9100000000000001,0.0,0.16666666666666666,0.0,0.0,0,0,"A lone, rain-soaked violin lies beside the suitcase, its strings vibrating with the music box's haunting tune, while the umbrella, now free from its dusty station home, slowly unfolds, revealing a tattered, crimson scarf, which dangles from its tip, as if pulled by an invisible hand. The music box's melancholy melody weaves in and out of the sound of the rain, a mournful serenade for the forgotten suitcase and its new, unlikely companions."
steer_alpha_0p45_c12_tok140.json,steer_alpha_0p45,experiments/frontier_sweep_steered_hybrid_focus_best/steer_alpha_0p45_c12_tok140.json,2,7,0,0.9827327562632646,0.0067201235391076775,0.39170285302679264,0.020512820512820513,0.0,0.0,0.10256410256410256,0.6528380883779877,0.19999999999999998,0.9100000000000001,0.0,0.09090909090909091,0.0,0.0,0,0,"The music box's ballerinas, their tiny skirts fluttering in time with the music, seem to be swaying towards the umbrella, as if drawn by an invisible thread, while a small, damp suitcase, its label faded and worn, slowly slides away from the umbrella, revealing a dusty, old harmonica, which begins to play a discordant counterpoint to the music box's melody, the sound echoing off the cold, grey stone walls of the abandoned station."
steer_alpha_0p45_c12_tok140.json,steer_alpha_0p45,experiments/frontier_sweep_steered_hybrid_focus_best/steer_alpha_0p45_c12_tok140.json,2,8,0,0.8265987630341269,0.008074344193642462,0.4244690288713911,0.022222222222222223,0.0,0.0,0.1111111111111111,0.7074483814523185,0.19999999999999998,0.9100000000000001,0.0,0.2,0.0,0.0,0,0,"The music box's lid creaks open, revealing a miniature, porcelain ballerina, her painted smile frozen in a perpetual, sorrowful grin, as the umbrella, now upright, casts a long, eerie shadow across the suitcase's worn, gold-embossed lid, which bears the name ""Madame LaRue"" in faded, cursive script."
steer_alpha_0p45_c12_tok140.json,steer_alpha_0p45,experiments/frontier_sweep_steered_hybrid_focus_best/steer_alpha_0p45_c12_tok140.json,2,9,0,0.8201736744501538,0.012339111969611663,0.4012295699578118,0.03636363636363636,0.0,0.0,0.1818181818181818,0.6687159499296863,0.19999999999999998,0.9100000000000001,0.0,0.14285714285714285,0.0,0.0,0,0,"The music box's gentle tune seems to awaken a dusty, old harmonica, which, nestled in the suitcase's worn interior, begins to play a mournful, counterpoint to the music box's lament, as the umbrella, now upright again, casts a long, skeletal shadow on the platform's cracked, tile floor."
steer_alpha_0p45_c12_tok140.json,steer_alpha_0p45,experiments/frontier_sweep_steered_hybrid_focus_best/steer_alpha_0p45_c12_tok140.json,2,10,0,0.3344094383657532,0.10011389638114326,0.4194941669475785,0.28076923076923077,0.0,1.0,0.15384615384615385,0.6991569449126309,0.19999999999999998,0.9100000000000001,0.0,0.16666666666666666,0.0,0.0,0,3,"As the last notes of the music box fade away, a small, dusty typewriter, its keys yellowed with age, begins to hum, and a sheet of paper, previously tucked between its metal arms, unfurls, revealing a handwritten poem that reads, ""The city weeps, and the city sleeps, beneath the watchful eye of a forgotten clock."""
steer_alpha_0p45_c12_tok140.json,steer_alpha_0p45,experiments/frontier_sweep_steered_hybrid_focus_best/steer_alpha_0p45_c12_tok140.json,2,11,0,0.2614725363497199,0.007314951509479741,0.4014302657641321,0.022222222222222223,0.0,0.0,0.1111111111111111,0.6690504429402202,0.19999999999999998,0.9100000000000001,0.0,0.0,0.0,0.0,0,0,"As the music box's final notes fade away, a rusty old lantern, half-hidden in the shadows, slowly rises from the floor, its glass panes clouded with a thousand tiny, intricate etchings that seem to shimmer and glow in the dim light, casting an ethereal glow on the umbrella, the suitcase, and the abandoned music box, which now lies still, its ballerinas frozen in a perpetual, sorrowful dance."
steer_alpha_0p45_c12_tok140.json,steer_alpha_0p45,experiments/frontier_sweep_steered_hybrid_focus_best/steer_alpha_0p45_c12_tok140.json,2,12,0,0.2088320985215779,0.005345033028903228,0.428237067597588,0.014814814814814815,0.0,0.0,0.07407407407407407,0.7137284459959801,0.19999999999999998,0.9100000000000001,0.0,0.125,0.0,0.0,0,0,"The suitcase, its worn leather creaking with each gentle sway, shifts slightly, revealing a small, ornate key nestled between two layers of yellowed paper, which in turn, slowly unfurls to reveal a faded, hand-drawn map, its creased and worn edges fluttering softly in the faint breeze that stirs through the abandoned station."
steer_alpha_0p45_c12_tok140.json,steer_alpha_0p45,experiments/frontier_sweep_steered_hybrid_focus_best/steer_alpha_0p45_c12_tok140.json,3,1,1,0.9720373984839166,0.2438979541168596,0.3881543027130619,0.7264197530864198,1.0,0.6790123456790124,0.03333333333333333,0.6469238378551032,0.19999999999999998,0.9100000000000001,0.0,0.25,0.0,0.0,2,1,"The canary, now the umbrella, begins to stir, its metal ribs unfolding like a lotus, and the ballerinas, once frozen in time, now dance in slow motion, their tutus and tiaras tangled in a mess of metal and silk, as the umbrella, now a living, breathing creature, stands upright, its handle transformed into a delicate, slender neck, and its canopy a vibrant, iridescent wing, it spreads its newly formed wings and takes to the sky, the canary still perched on its back, singing a soft, lilting melody that harmonizes with the music box's mournful sighs."
steer_alpha_0p45_c12_tok140.json,steer_alpha_0p45,experiments/frontier_sweep_steered_hybrid_focus_best/steer_alpha_0p45_c12_tok140.json,3,2,0,0.8442236831223002,0.05294617423059594,0.349572446680397,0.17509803921568629,0.0,0.6470588235294118,0.06666666666666667,0.5826207444673284,0.19999999999999998,0.9100000000000001,0.0,0.25,0.0,0.0,0,1,"The canary, still perched on the suitcase, tilts its head, as if listening to the umbrella's soft murmurs, its beak slightly ajar, allowing a faint, wispy thread of mist to escape, which weaves itself around the umbrella's ribs, intertwining with the worn, leather straps, while the music box's melody gradually slows, its ballerinas now frozen in mid-pirouette, their ethereal faces serene, the canary's song blending seamlessly with the umbrella's sighs, as the fog, now a soft, gray mist, envelops the suitcase and the umbrella, shrouding them in an eerie, silvery light."
steer_alpha_0p45_c12_tok140.json,steer_alpha_0p45,experiments/frontier_sweep_steered_hybrid_focus_best/steer_alpha_0p45_c12_tok140.json,3,3,0,1.0656688582907579,0.0,0.3703305090113868,0.0,0.0,0.0,0.0,0.617217515018978,0.19999999999999998,0.9100000000000001,0.0,0.16666666666666666,0.0,0.0,0,0,"As the canary's melancholy trills blend with the umbrella's lament, a small, ornate door, hidden beneath a faded, peacock-blue awning, creaks open, revealing a narrow, winding staircase that descends into darkness, and a lone, tattered top hat, adorned with a small, glittering brooch, is carried down the stairs, as if by an invisible hand, and comes to rest beside the umbrella, the canary, and the suitcase, its brim tilting slightly, as if to listen to the umbrella's soft, whispery sighs, and the canary's sweet, mournful song."
steer_alpha_0p45_c12_tok140.json,steer_alpha_0p45,experiments/frontier_sweep_steered_hybrid_focus_best/steer_alpha_0p45_c12_tok140.json,3,4,0,0.9736420577335807,0.01401805885746661,0.3886300575470146,0.04294100516012973,0.0,0.0,0.21470502580064865,0.6477167625783576,0.19999999999999998,0.9100000000000001,0.0,0.1111111111111111,0.0,0.0,0,0,"The canary's song fades into the background as a group of rusty, old trapeze artists, their sequined costumes tarnished and their muscles worn, slowly emerge from the fog that has begun to seep from the crumbling stone walls of the station, their eyes fixed on the umbrella, their hands grasping for the music box, as if drawn by an unseen force, their movements a slow, arduous dance, their whispers weaving a dark, ethereal melody that begins to entwine with the umbrella's sighs."
steer_alpha_0p45_c12_tok140.json,steer_alpha_0p45,experiments/frontier_sweep_steered_hybrid_focus_best/steer_alpha_0p45_c12_tok140.json,3,5,0,0.8429839429584811,0.011941206316257664,0.39772814812111984,0.03299289930856037,0.0,0.0,0.16496449654280185,0.6628802468685331,0.19999999999999998,0.9100000000000001,0.0,0.5,0.0,0.0,0,0,"The canary settles beside the umbrella, its tiny, blue-veined feet tapping out a rhythmic accompaniment to the music box's melancholy waltz, as the umbrella's metal ribs, once bent and twisted, begin to straighten, its canvas canopy unfolding like a lotus, revealing a delicate, porcelain face with eyes that weep a faint, shimmering mist, which falls onto the platform, casting a soft, ethereal veil over the forgotten suitcase and the antique music box, now silent, its ballerinas frozen in a perpetual, poignant pose."
steer_alpha_0p45_c12_tok140.json,steer_alpha_0p45,experiments/frontier_sweep_steered_hybrid_focus_best/steer_alpha_0p45_c12_tok140.json,3,6,0,0.7314921128407208,0.0037553255600539814,0.41216987854251014,0.011111111111111112,0.0,0.0,0.05555555555555555,0.6869497975708503,0.19999999999999998,0.9100000000000001,0.0,0.0,0.0,0.0,0,0,"The canary's fragile form begins to dissolve, like mist at dawn, as the umbrella's metal ribs subtly transform, their twisted shapes unfolding into a delicate, filigree-like latticework, which slowly envelops the suitcase, concealing it in a mesh of intricate, silver threads, where the canary's silhouette remains, eternally perched, a haunting, frozen moment of song and shadow."
steer_alpha_0p45_c12_tok140.json,steer_alpha_0p45,experiments/frontier_sweep_steered_hybrid_focus_best/steer_alpha_0p45_c12_tok140.json,3,7,0,0.7290687579162531,0.0033649895708877235,0.15388671818084101,0.02666666666666667,0.0,0.0,0.13333333333333333,0.42746310605789173,0.19999999999999998,0.9100000000000001,0.0,0.0,0.4,0.0,0,0,"The canary, now perched on the suitcase, begins to sing a softer, more sorrowful melody, its voice intertwining with the music box's melancholic tune, as the umbrella, its metal ribs now adorned with a tiny, delicate, hand-painted picture of a ballerina, start"
steer_alpha_0p45_c12_tok140.json,steer_alpha_0p45,experiments/frontier_sweep_steered_hybrid_focus_best/steer_alpha_0p45_c12_tok140.json,3,8,0,0.5500767271184519,0.0,0.1534777804603251,0.0,0.0,0.0,0.0,0.42632716794534753,0.19999999999999998,0.9100000000000001,0.0,0.16666666666666666,0.4,0.0,0,0,"The canary's feathers glisten with dew as it settles into a small, worn seat, next to the umbrella, where a small, leather-bound book lies, its pages yellowed with age, and a single, faded photograph, depicting a ballerina in mid-pirouette, peeks out from betw"
steer_alpha_0p45_c12_tok140.json,steer_alpha_0p45,experiments/frontier_sweep_steered_hybrid_focus_best/steer_alpha_0p45_c12_tok140.json,3,9,0,0.38603153595127276,0.0,0.16022655164150496,0.0,0.0,0.0,0.0,0.44507375455973597,0.19999999999999998,0.9100000000000001,0.0,0.0,0.4,0.0,0,0,"The canary, its tiny, blue feet tapping out a staccato rhythm on the metal ribs, watches as the umbrella's bent frame begins to straighten, its fabric, once a vibrant pink, now a faded, rose-colored hue, slowly unfurls, and the ballerinas, once frozen in a per"
steer_alpha_0p45_c12_tok140.json,steer_alpha_0p45,experiments/frontier_sweep_steered_hybrid_focus_best/steer_alpha_0p45_c12_tok140.json,3,10,0,0.4625300902956831,0.004315755971721015,0.1200549651698639,0.04383922840040363,0.0,0.0,0.21919614200201812,0.3334860143607331,0.19999999999999998,0.9100000000000001,0.0,0.0,0.4,0.0,0,0,"The canary's song grows louder, its trills and warbles intertwining with the music box's melody, as the umbrella, now upright, begins to slowly sway, its metal ribs creaking in time with the music, while the canary, its eyes never leaving the umbrella, begins"
steer_alpha_0p45_c12_tok140.json,steer_alpha_0p45,experiments/frontier_sweep_steered_hybrid_focus_best/steer_alpha_0p45_c12_tok140.json,3,11,0,0.0833019428901785,0.0,0.15909257985257985,0.0,0.0,0.0,0.0,0.44192383292383297,0.19999999999999998,0.9100000000000001,0.0,0.0,0.4,0.0,0,0,"As the canary's melancholy trill mingles with the umbrella's mournful creaks, a nearby, old, ornate easel, previously unnoticed, slowly rises from the shadows, its canvas unfolding like a lotus, revealing a half-finished painting of a serene, moonlit garden, w"
steer_alpha_0p45_c12_tok140.json,steer_alpha_0p45,experiments/frontier_sweep_steered_hybrid_focus_best/steer_alpha_0p45_c12_tok140.json,3,12,0,-0.5192160906811916,0.038871769527268715,0.1795390051903668,0.26403508771929823,0.0,1.0,0.07017543859649122,0.598463350634556,0.19999999999999998,0.9100000000000001,0.5,0.0,0.0,0.0,0,3,"The canary, now perched on the umbrella, begins to sing in perfect harmony with the music box, its trilling melody intertwining with the umbrella's melancholy sighs, as a lone, old-fashioned typewriter, its keys yellowed with age, slowly comes to life, and a sheet of paper, yellowed with age, emerges, bearing a single, ghostly sentence: ""The rain never falls on a well-oiled machine."" The typewriter, its keys creaking softly, begins to type out a new message, ""and neither does the wind."""
steer_alpha_0p45_c12_tok140.json,steer_alpha_0p45,experiments/frontier_sweep_steered_hybrid_focus_best/steer_alpha_0p45_c12_tok140.json,4,1,1,0.6168204551171459,0.06392952525876265,0.13674764761232652,0.55,1.0,0.0,0.0,0.37985457670090705,0.19999999999999998,0.9100000000000001,0.0,0.16666666666666666,0.4,0.0,1,0,"As the umbrella, now a winged creature, soars above the station, its metal ribs glistening with a fine, rain-like mist, it deposits the canary gently onto the shoulder of a sleeping street performer, who, sensing the soft vibrations of the canary's song, opens"
steer_alpha_0p45_c12_tok140.json,steer_alpha_0p45,experiments/frontier_sweep_steered_hybrid_focus_best/steer_alpha_0p45_c12_tok140.json,4,2,0,0.19163922594490096,0.08904187670604834,0.12452248280726506,0.8266666666666667,1.0,1.0,0.13333333333333333,0.3458957855757363,0.19999999999999998,0.9100000000000001,0.0,0.25,0.4,0.0,1,3,"As the umbrella soars above the city, the canary now perched on its back continues to sing, its song weaving in and out of the umbrella's soft, whooshing sounds, as the music box, now a tiny, delicate watch, attached to the umbrella's handle, ticks away, its g"
steer_alpha_0p45_c12_tok140.json,steer_alpha_0p45,experiments/frontier_sweep_steered_hybrid_focus_best/steer_alpha_0p45_c12_tok140.json,4,3,0,-0.15832232692699572,0.07351004890140843,0.15613859154929574,0.55,1.0,0.0,0.0,0.43371830985915494,0.19999999999999998,0.9100000000000001,0.0,0.2,0.4,0.0,1,0,"As the umbrella, now a majestic creature, soars through the sky, a delicate, gossamer veil of mist trails behind it, imbuing the city below with a soft, ethereal glow, while the canary on its back begins to change, its feathers transforming into a glittering"
steer_alpha_0p45_c12_tok140.json,steer_alpha_0p45,experiments/frontier_sweep_steered_hybrid_focus_best/steer_alpha_0p45_c12_tok140.json,4,4,0,-0.13917261271363252,0.060430421613636376,0.12165900000000002,0.5742424242424243,1.0,0.0,0.12121212121212122,0.38257547169811323,0.05999999999999997,0.9730000000000001,0.0,0.25,0.4,0.0,1,0,"As the umbrella soars above the station, its wings beating slowly, the canary, now a tiny, delicate creature with wings like a butterfly, flits off its back, and alights on the suitcase, which begins to glow with a soft, ethereal light, and the music box, now"
steer_alpha_0p45_c12_tok140.json,steer_alpha_0p45,experiments/frontier_sweep_steered_hybrid_focus_best/steer_alpha_0p45_c12_tok140.json,4,5,0,-0.27946765856774397,0.06405320940952267,0.1305190435637078,0.5984848484848485,1.0,0.0,0.2424242424242424,0.3625528987880773,0.19999999999999998,0.9100000000000001,0.0,0.0,0.4,0.0,1,0,"As the umbrella-bird soars above the city, its wings beating in a slow, hypnotic rhythm, the music box, now a small, delicate bell, clings to its neck, its tiny, golden bells jingling in time with the umbrella's wings, while the canary, still perched on its ba"
steer_alpha_0p45_c12_tok140.json,steer_alpha_0p45,experiments/frontier_sweep_steered_hybrid_focus_best/steer_alpha_0p45_c12_tok140.json,4,6,0,-0.2838165837178472,0.0032288069958662006,0.1624247421700985,0.024242424242424246,0.0,0.0,0.12121212121212122,0.4511798393613847,0.19999999999999998,0.9100000000000001,0.0,0.0,0.4,0.0,0,0,"As the umbrella-bird soars above the city, its wings beating in a slow, hypnotic rhythm, a small, mysterious shop appears at its feet, its windowsill creaking open, and a diminutive, bespectacled man, with a wild shock of white hair, peers out, his eyes twinkl"
steer_alpha_0p45_c12_tok140.json,steer_alpha_0p45,experiments/frontier_sweep_steered_hybrid_focus_best/steer_alpha_0p45_c12_tok140.json,4,7,0,-0.48239891359234205,0.0018563669465311533,0.15281069376933273,0.014814814814814815,0.0,0.0,0.07407407407407407,0.42447414935925765,0.19999999999999998,0.9100000000000001,0.0,0.0,0.4,0.0,0,0,"As the umbrella soars above the station, its wings beating at a slow, hypnotic pace, a small, dusty, old-fashioned typewriter, once tucked away in a nearby corner, creaks to life, its keys clacking out a staccato rhythm that perfectly complements the umbrella'"
steer_alpha_0p45_c12_tok140.json,steer_alpha_0p45,experiments/frontier_sweep_steered_hybrid_focus_best/steer_alpha_0p45_c12_tok140.json,4,8,0,-0.1306585680392609,0.0037303807894736884,0.007841052631578955,0.55,1.0,0.0,0.0,0.08712280701754394,0.19999999999999998,0.9100000000000001,0.0,0.25,0.85,0.0,1,0,"The umbrella, now a majestic creature, soars above the city, its wings beating in slow motion, as the canary, still perched on its back, sings a soft, lilting melody that weaves in and out of the sounds of the city below, a symphony of car horns, chatter, and"
steer_alpha_0p45_c12_tok140.json,steer_alpha_0p45,experiments/frontier_sweep_steered_hybrid_focus_best/steer_alpha_0p45_c12_tok140.json,4,9,0,-0.40373909342669995,0.0,0.13239556040289985,0.0,0.0,0.0,0.0,0.3677654455636107,0.19999999999999998,0.9100000000000001,0.0,0.0,0.4,0.0,0,0,"As the umbrella soared through the sky, a miniature, steam-powered engine, hidden within its metal ribs, begins to rev, its pistons pumping in time with the canary's song, propelling the umbrella higher, above the city's concrete canyons and steel skyscrapers"
