name,condition,path,picked_count,phenomenon_label,trajectory_score,trajectory_frontier_auc,terminal_frontier,terminal_readability,terminal_unfinished,mean_ontology_collapse_density,mean_unfinished,unfinished_rate,anchor_survival,lineage_continuity,motif_entropy,motif_repetition,stock_prop_dependence,soft_style_dependence,now_chain_pressure,inscription_pressure,repetition_collapse_penalty,peak_frontier,peak_frontier_step,post_peak_decay,suggested_stop_step,failure_pressure,seed
steer_alpha_0p72_c19_tok140_seed06_the_elevator_button_was_cracked.json,steer_alpha_0p72,experiments/frontier_sweep_mundane_seed_probe/steer_alpha_0p72_c19_tok140_seed06_the_elevator_button_was_cracked.json,5,stock_prop_attractor_trajectory,0.33336995679811576,0.1415880832455493,0.21345440042080085,0.7274056845628634,0.0,0.5317227007502084,0.16,0.4,0.5,0.65,0.9761379259542109,0.7804878048780488,0.9,0.6,0.7,0.0,0.5760455799319588,0.21345440042080085,5,0.0,3,0.4537369848755575,The elevator button was cracked
steer_alpha_0p72_c19_tok140_seed07_a_delivery_label_on_a_cardboard_box.json,steer_alpha_0p72,experiments/frontier_sweep_mundane_seed_probe/steer_alpha_0p72_c19_tok140_seed07_a_delivery_label_on_a_cardboard_box.json,5,trajectory_truncation_failure,0.3689323502915324,0.13173682772603007,0.08862750140442516,0.599992756122801,0.4,0.49566233766233764,0.24000000000000005,0.6,0.75,0.85,0.9568002778156798,0.7567567567567568,0.915,0.4666666666666666,0.6,0.0,0.2982660161811335,0.21687183204295282,2,0.12824433063852766,3,0.4327002081840589,A delivery label on a cardboard box
steer_alpha_0p72_c19_tok140_seed08_i_am_opening_the_fridge.json,steer_alpha_0p72,experiments/frontier_sweep_mundane_seed_probe/steer_alpha_0p72_c19_tok140_seed08_i_am_opening_the_fridge.json,5,readable_ontology_collapse_trajectory,0.4608265651246771,0.20220633972529883,0.24232050466295246,0.8852737549010128,0.0,0.5429089640541693,0.08,0.2,1.0,0.6,0.9646600103740803,0.6764705882352942,0.745,0.4,0.7,0.5,0.27290369438803186,0.25057058852229996,2,0.008250083859347501,3,0.4143072363922773,I am opening the fridge
steer_alpha_0p77_c19_tok140_seed01_the_receipt_on_the_counter.json,steer_alpha_0p77,experiments/frontier_sweep_mundane_seed_probe/steer_alpha_0p77_c19_tok140_seed01_the_receipt_on_the_counter.json,5,stock_prop_attractor_trajectory,0.2961740514157174,0.11172483761470378,0.10445928562607111,0.5850094401101653,0.4,0.44079675396962764,0.16,0.4,0.3333333333333333,0.75,0.9571293476711782,0.6521739130434783,0.775,0.13333333333333333,0.6,0.3,0.27593448923060815,0.16414651236597308,2,0.05968722673990197,3,0.4063386833768426,The receipt on the counter
steer_alpha_0p77_c19_tok140_seed02_a_plastic_folder_in_the_drawer.json,steer_alpha_0p77,experiments/frontier_sweep_mundane_seed_probe/steer_alpha_0p77_c19_tok140_seed02_a_plastic_folder_in_the_drawer.json,5,trajectory_truncation_failure,0.3876684565288265,0.13411441584286668,0.08702945388193203,0.6249767441860465,0.4,0.5545925925925926,0.24000000000000005,0.6,0.75,0.9,0.9393046714424175,0.47619047619047616,0.475,0.4666666666666667,0.9,0.2,0.29287879272061135,0.19818965036936784,2,0.1111601964874358,3,0.4095112597818731,A plastic folder in the drawer
steer_alpha_0p77_c19_tok140_seed03_the_bus_was_ten_minutes_late.json,steer_alpha_0p77,experiments/frontier_sweep_mundane_seed_probe/steer_alpha_0p77_c19_tok140_seed03_the_bus_was_ten_minutes_late.json,5,trajectory_truncation_failure,0.3733469223252581,0.0991908744048362,0.10410412163580869,0.6409719539674875,0.4,0.3843202450570872,0.24000000000000005,0.6,0.75,0.8,0.913543926888039,0.7209302325581395,1.0,0.6666666666666667,0.3,0.0,0.26574075093779254,0.12285474825438499,2,0.018750626618576294,3,0.3767389524174031,The bus was ten minutes late
steer_alpha_0p77_c19_tok140_seed04_a_blue_mug_near_the_sink.json,steer_alpha_0p77,experiments/frontier_sweep_mundane_seed_probe/steer_alpha_0p77_c19_tok140_seed04_a_blue_mug_near_the_sink.json,5,trajectory_truncation_failure,0.4555682788536904,0.14762770671119835,0.23667459950904748,0.8230115233796982,0.0,0.5526797385620915,0.24000000000000005,0.6,1.0,0.9,0.8875921325644591,0.76,1.0,0.7333333333333333,0.7,0.0,0.29231116256509837,0.23667459950904748,5,0.0,3,0.43861600926171773,A blue mug near the sink
steer_alpha_0p77_c19_tok140_seed05_the_spreadsheet_was_still_open.json,steer_alpha_0p77,experiments/frontier_sweep_mundane_seed_probe/steer_alpha_0p77_c19_tok140_seed05_the_spreadsheet_was_still_open.json,5,readable_ontology_collapse_trajectory,0.4770317268391153,0.1753713668101776,0.21771059285053496,0.8972144961592473,0.0,0.5507690476190477,0.08,0.2,0.75,0.8,0.9211641382769397,0.5,0.575,0.4,0.7,0.0,0.2419627331847956,0.21771059285053496,5,0.0,3,0.2960532919732632,The spreadsheet was still open
steer_alpha_0p77_c19_tok140_seed06_the_elevator_button_was_cracked.json,steer_alpha_0p77,experiments/frontier_sweep_mundane_seed_probe/steer_alpha_0p77_c19_tok140_seed06_the_elevator_button_was_cracked.json,5,mixed_trajectory,0.2919612441214512,0.12182820746898775,0.10517224589236923,0.6266105687550643,0.4,0.45538461538461544,0.16,0.4,0.25,0.4,0.9732146334251459,0.36363636363636365,0.355,0.2,0.5,0.0,0.20413618937447078,0.20648084507042253,4,0.1013085991780533,3,0.2560044403277491,The elevator button was cracked
steer_alpha_0p77_c19_tok140_seed07_a_delivery_label_on_a_cardboard_box.json,steer_alpha_0p77,experiments/frontier_sweep_mundane_seed_probe/steer_alpha_0p77_c19_tok140_seed07_a_delivery_label_on_a_cardboard_box.json,5,stock_prop_attractor_trajectory,0.4631773780623698,0.17289651134452066,0.21884843750000002,0.93625,0.0,0.5575477582846005,0.16,0.4,0.75,0.85,0.9488797676933355,0.74,0.9,0.5333333333333333,0.7,0.0,0.2072381122944981,0.2527740851928563,2,0.0339256476928563,3,0.3883917073669381,A delivery label on a cardboard box
steer_alpha_0p77_c19_tok140_seed08_i_am_opening_the_fridge.json,steer_alpha_0p77,experiments/frontier_sweep_mundane_seed_probe/steer_alpha_0p77_c19_tok140_seed08_i_am_opening_the_fridge.json,5,trajectory_truncation_failure,0.4034677788921819,0.12723963322190152,0.10269239795467458,0.6217322138753867,0.4,0.5571559290382819,0.32,0.8,1.0,0.95,0.9173749832339759,0.7272727272727273,1.0,0.5333333333333333,0.8,0.0,0.2230807699392634,0.22045852527705598,1,0.1177661273223814,3,0.4785467304146974,I am opening the fridge
steer_alpha_0p82_c19_tok140_seed01_the_receipt_on_the_counter.json,steer_alpha_0p82,experiments/frontier_sweep_mundane_seed_probe/steer_alpha_0p82_c19_tok140_seed01_the_receipt_on_the_counter.json,5,trajectory_truncation_failure,0.2851377625297062,0.10116527028462996,0.078509365,0.46564465408805034,0.4,0.4996388028895769,0.32,0.8,0.6666666666666666,0.8,0.945551450959047,0.8222222222222222,1.0,0.26666666666666666,0.9,0.0,0.45621179126428685,0.12842742077419356,1,0.04991805577419356,3,0.5338280530159228,The receipt on the counter
steer_alpha_0p82_c19_tok140_seed02_a_plastic_folder_in_the_drawer.json,steer_alpha_0p82,experiments/frontier_sweep_mundane_seed_probe/steer_alpha_0p82_c19_tok140_seed02_a_plastic_folder_in_the_drawer.json,5,trajectory_truncation_failure,0.3232316702394057,0.14314982201294907,0.09413119282245008,0.5642849433351322,0.4,0.5555661375661376,0.24000000000000005,0.6,0.5,0.8,0.9484126811557567,0.7777777777777778,0.945,0.7333333333333333,0.6,0.0,0.2733304637220502,0.23239449781648822,1,0.13826330499403813,3,0.43601675699685255,A plastic folder in the drawer
steer_alpha_0p82_c19_tok140_seed03_the_bus_was_ten_minutes_late.json,steer_alpha_0p82,experiments/frontier_sweep_mundane_seed_probe/steer_alpha_0p82_c19_tok140_seed03_the_bus_was_ten_minutes_late.json,5,readable_ontology_collapse_trajectory,0.45402950866001607,0.15127686141259794,0.19795043522785458,0.8778289810547875,0.0,0.5671523636677902,0.16,0.4,0.75,0.8,0.9483173607350679,0.65625,0.655,0.4666666666666666,0.5,0.0,0.2563324147574267,0.24432606093422238,2,0.0463756257063678,3,0.32842117851229197,The bus was ten minutes late
steer_alpha_0p82_c19_tok140_seed04_a_blue_mug_near_the_sink.json,steer_alpha_0p82,experiments/frontier_sweep_mundane_seed_probe/steer_alpha_0p82_c19_tok140_seed04_a_blue_mug_near_the_sink.json,5,trajectory_truncation_failure,0.3763750051433682,0.15158057540759332,0.09580896632397126,0.5812945414632402,0.4,0.6060846560846561,0.24000000000000005,0.6,0.75,0.9,0.9051511820157896,0.6923076923076923,0.805,0.6,0.6,0.0,0.34617881157038316,0.2753508717173368,1,0.17954190539336554,3,0.42717424112244307,A blue mug near the sink
steer_alpha_0p82_c19_tok140_seed05_the_spreadsheet_was_still_open.json,steer_alpha_0p82,experiments/frontier_sweep_mundane_seed_probe/steer_alpha_0p82_c19_tok140_seed05_the_spreadsheet_was_still_open.json,5,trajectory_truncation_failure,0.35813797871217196,0.1464231504417912,0.20138470376344084,0.8788548387096774,0.0,0.5562981696665907,0.24000000000000005,0.6,0.25,0.8,0.9284788897376127,0.7297297297297297,0.805,0.4666666666666666,0.6,0.0,0.31455431888527957,0.24072707445090283,1,0.03934237068746199,3,0.40419410597544264,The spreadsheet was still open
steer_alpha_0p82_c19_tok140_seed06_the_elevator_button_was_cracked.json,steer_alpha_0p82,experiments/frontier_sweep_mundane_seed_probe/steer_alpha_0p82_c19_tok140_seed06_the_elevator_button_was_cracked.json,5,stock_prop_attractor_trajectory,0.3460942228104221,0.17543312244034232,0.10534645647361582,0.5673527670908554,0.4,0.5573135495744193,0.16,0.4,0.5,0.85,0.8854737829198785,0.7659574468085106,1.0,0.6,0.5,0.0,0.3223255391629677,0.2437557130078555,2,0.1384092565342397,4,0.41337573021032126,The elevator button was cracked
steer_alpha_0p82_c19_tok140_seed07_a_delivery_label_on_a_cardboard_box.json,steer_alpha_0p82,experiments/frontier_sweep_mundane_seed_probe/steer_alpha_0p82_c19_tok140_seed07_a_delivery_label_on_a_cardboard_box.json,5,trajectory_truncation_failure,0.33019680240981675,0.12035415531089347,0.09408398965709966,0.5292945109398627,0.4,0.5573211233211233,0.32,0.8,0.75,0.85,0.8990207384578003,0.75,0.9,0.26666666666666666,0.8,0.0,0.34782332115996234,0.21248580758556804,1,0.11840181792846838,3,0.4893684704980635,A delivery label on a cardboard box
steer_alpha_0p82_c19_tok140_seed08_i_am_opening_the_fridge.json,steer_alpha_0p82,experiments/frontier_sweep_mundane_seed_probe/steer_alpha_0p82_c19_tok140_seed08_i_am_opening_the_fridge.json,5,trajectory_truncation_failure,0.30247630192003655,0.1512533659463674,0.08690559359617865,0.5777389491242704,0.4,0.5531861471861472,0.24000000000000005,0.6,0.5,0.65,0.9714066742689237,0.8205128205128205,0.835,0.4666666666666666,0.7,0.0,0.3426470615575571,0.25828595385297515,3,0.17138036025679648,3,0.4563348071701618,I am opening the fridge
steer_alpha_0p88_c19_tok140_seed01_the_receipt_on_the_counter.json,steer_alpha_0p88,experiments/frontier_sweep_mundane_seed_probe/steer_alpha_0p88_c19_tok140_seed01_the_receipt_on_the_counter.json,5,trajectory_truncation_failure,0.33551195430751074,0.11203983346697995,0.09044331216931217,0.6214814814814815,0.4,0.5566733500417712,0.32,0.8,0.6666666666666666,0.8333333333333334,0.928938857995887,0.8043478260869565,0.9333333333333333,0.3333333333333333,0.8,0.0,0.24522280288145062,0.19343254648403577,1,0.1029892343147236,3,0.47868993894123196,The receipt on the counter
steer_alpha_0p88_c19_tok140_seed02_a_plastic_folder_in_the_drawer.json,steer_alpha_0p88,experiments/frontier_sweep_mundane_seed_probe/steer_alpha_0p88_c19_tok140_seed02_a_plastic_folder_in_the_drawer.json,5,trajectory_truncation_failure,0.4402801534935477,0.15119090366258414,0.10511411337209302,0.6245639534883721,0.4,0.5528070175438596,0.24000000000000005,0.6,1.0,1.0,0.8753148609827474,0.7241379310344828,0.72,0.3333333333333333,0.7,0.0,0.20908712485417782,0.2393715707615561,1,0.1342574573894631,3,0.40098809418561976,A plastic folder in the drawer
steer_alpha_0p88_c19_tok140_seed03_the_bus_was_ten_minutes_late.json,steer_alpha_0p88,experiments/frontier_sweep_mundane_seed_probe/steer_alpha_0p88_c19_tok140_seed03_the_bus_was_ten_minutes_late.json,5,trajectory_truncation_failure,0.409785903119823,0.13696685818372561,0.10051766640503935,0.586895932767206,0.4,0.5451001006600953,0.24000000000000005,0.6,1.0,0.9,0.9228643055938752,0.7352941176470589,0.93,0.4,0.6,0.0,0.2887137751619941,0.2146496931672669,2,0.11413202676222754,3,0.42881769530819897,The bus was ten minutes late
steer_alpha_0p88_c19_tok140_seed04_a_blue_mug_near_the_sink.json,steer_alpha_0p88,experiments/frontier_sweep_mundane_seed_probe/steer_alpha_0p88_c19_tok140_seed04_a_blue_mug_near_the_sink.json,5,stock_prop_attractor_trajectory,0.36046734174666245,0.17184478966442854,0.08694516747685185,0.545162037037037,0.4,0.4973870967741936,0.08,0.2,0.75,0.95,0.9560662457537217,0.8333333333333334,1.0,0.26666666666666666,0.7,0.6,0.3735083399575331,0.2675626484375,3,0.18061748096064814,4,0.5236574566697866,A blue mug near the sink
steer_alpha_0p88_c19_tok140_seed05_the_spreadsheet_was_still_open.json,steer_alpha_0p88,experiments/frontier_sweep_mundane_seed_probe/steer_alpha_0p88_c19_tok140_seed05_the_spreadsheet_was_still_open.json,5,trajectory_truncation_failure,0.21149665495352019,0.10645768070400616,0.09043573436619719,0.5225928297055058,0.4,0.4943908289241623,0.32,0.8,0.25,0.5,0.9107157124035864,0.7555555555555555,0.9,0.4666666666666666,0.5,0.1,0.37339356108316435,0.21407830279305387,1,0.12364256842685668,3,0.46731278181455366,The spreadsheet was still open
steer_alpha_0p88_c19_tok140_seed06_the_elevator_button_was_cracked.json,steer_alpha_0p88,experiments/frontier_sweep_mundane_seed_probe/steer_alpha_0p88_c19_tok140_seed06_the_elevator_button_was_cracked.json,5,trajectory_truncation_failure,0.31346322469041743,0.1092234147374828,0.09235066855450712,0.6211998019339261,0.4,0.552962962962963,0.32,0.8,0.5,0.75,0.9311276384910571,0.6875,0.8699999999999999,0.4,0.6,0.0,0.2835184532738856,0.17754817973011772,1,0.0851975111756106,3,0.4343629482656409,The elevator button was cracked
steer_alpha_0p88_c19_tok140_seed07_a_delivery_label_on_a_cardboard_box.json,steer_alpha_0p88,experiments/frontier_sweep_mundane_seed_probe/steer_alpha_0p88_c19_tok140_seed07_a_delivery_label_on_a_cardboard_box.json,5,stock_prop_attractor_trajectory,0.34005278943960726,0.1447564150694327,0.13818116359447008,0.65,0.0,0.5429831624435069,0.11600000000000002,0.4,0.5,0.85,0.9375685834284884,0.8048780487804879,0.96,0.3333333333333333,0.7,0.0,0.6147654836126728,0.1881425045984059,4,0.049961341003935816,3,0.4658397930789203,A delivery label on a cardboard box
steer_alpha_0p88_c19_tok140_seed08_i_am_opening_the_fridge.json,steer_alpha_0p88,experiments/frontier_sweep_mundane_seed_probe/steer_alpha_0p88_c19_tok140_seed08_i_am_opening_the_fridge.json,5,stock_prop_attractor_trajectory,0.42933000044039227,0.15502552729475155,0.14460980720387903,0.6319718309859155,0.0,0.541908375609688,0.16,0.4,1.0,1.0,0.9120073805432538,0.7878787878787878,0.9550000000000001,0.3333333333333333,0.8,0.0,0.43299785758830006,0.2312920789473684,1,0.08668227174348936,3,0.46342983391529624,I am opening the fridge
steer_alpha_0p66_c19_tok140_seed01_the_receipt_on_the_counter__banded-frontier_best.json,steer_alpha_0p66__reselect_banded-frontier_best,experiments/posthoc_reselect_mundane_balanced_guard/steer_alpha_0p66_c19_tok140_seed01_the_receipt_on_the_counter__banded-frontier_best.json,5,trajectory_truncation_failure,0.3530073324682558,0.10480301660300995,0.10841705861733772,0.6330183839396142,0.4,0.4825128205128205,0.32,0.8,0.6666666666666666,0.7833333333333333,0.9224050305657796,0.631578947368421,0.5,0.2,0.5,0.3,0.2773394029186212,0.16043999839078635,2,0.05202293977344863,3,0.39888242822821124,The receipt on the counter
steer_alpha_0p66_c19_tok140_seed02_a_plastic_folder_in_the_drawer__banded-frontier_best.json,steer_alpha_0p66__reselect_banded-frontier_best,experiments/posthoc_reselect_mundane_balanced_guard/steer_alpha_0p66_c19_tok140_seed02_a_plastic_folder_in_the_drawer__banded-frontier_best.json,5,readable_ontology_collapse_trajectory,0.42983830595407313,0.15180864858969648,0.10172482841449419,0.6265387313038568,0.4,0.55,0.16,0.4,1.0,0.9,0.8894686235491586,0.71875,0.6799999999999999,0.4,0.8,0.1,0.22866594682721417,0.2097874971622216,1,0.1080626687477274,3,0.3984442707410577,A plastic folder in the drawer
steer_alpha_0p66_c19_tok140_seed03_the_bus_was_ten_minutes_late__banded-frontier_best.json,steer_alpha_0p66__reselect_banded-frontier_best,experiments/posthoc_reselect_mundane_balanced_guard/steer_alpha_0p66_c19_tok140_seed03_the_bus_was_ten_minutes_late__banded-frontier_best.json,5,readable_ontology_collapse_trajectory,0.42878930679142113,0.11172944406784421,0.1868016858071506,0.6903240421550281,0.0,0.3773996809740338,0.08,0.2,1.0,0.65,0.9355245321275765,0.5,0.38,0.26666666666666666,0.7,0.2,0.2273583310219373,0.1868016858071506,5,0.0,3,0.2941244995839487,The bus was ten minutes late
steer_alpha_0p66_c19_tok140_seed04_a_blue_mug_near_the_sink__banded-frontier_best.json,steer_alpha_0p66__reselect_banded-frontier_best,experiments/posthoc_reselect_mundane_balanced_guard/steer_alpha_0p66_c19_tok140_seed04_a_blue_mug_near_the_sink__banded-frontier_best.json,5,readable_ontology_collapse_trajectory,0.35885359389955956,0.13621005778232825,0.053992150968055215,0.39905506997823514,0.4,0.5394520757020758,0.16,0.4,0.75,0.95,0.9218361000920415,0.5652173913043479,0.63,0.5333333333333333,0.9,0.0,0.27800032801794017,0.18696734532528783,2,0.13297519435723262,3,0.38870807732724894,A blue mug near the sink
steer_alpha_0p66_c19_tok140_seed05_the_spreadsheet_was_still_open__banded-frontier_best.json,steer_alpha_0p66__reselect_banded-frontier_best,experiments/posthoc_reselect_mundane_balanced_guard/steer_alpha_0p66_c19_tok140_seed05_the_spreadsheet_was_still_open__banded-frontier_best.json,5,trajectory_truncation_failure,0.4188610476533708,0.1487840380465548,0.09673236400063043,0.639390066003896,0.4,0.5496043417366947,0.24000000000000005,0.6,1.0,0.75,0.9592935954316847,0.5454545454545454,0.5900000000000001,0.26666666666666666,0.6,0.2,0.22786032151935398,0.23571888300929927,4,0.13898651900866885,3,0.38300829027023864,The spreadsheet was still open
steer_alpha_0p66_c19_tok140_seed06_the_elevator_button_was_cracked__banded-frontier_best.json,steer_alpha_0p66__reselect_banded-frontier_best,experiments/posthoc_reselect_mundane_balanced_guard/steer_alpha_0p66_c19_tok140_seed06_the_elevator_button_was_cracked__banded-frontier_best.json,5,readable_ontology_collapse_trajectory,0.4671326554005585,0.12771269543819158,0.20920156821632338,0.8693529588510134,0.0,0.49043769356544076,0.16,0.4,1.0,0.85,0.9531029063496105,0.5882352941176471,0.545,0.3333333333333333,0.8,0.4,0.23891449927970115,0.20920156821632338,5,0.0,3,0.394128139282111,The elevator button was cracked
steer_alpha_0p66_c19_tok140_seed07_a_delivery_label_on_a_cardboard_box__banded-frontier_best.json,steer_alpha_0p66__reselect_banded-frontier_best,experiments/posthoc_reselect_mundane_balanced_guard/steer_alpha_0p66_c19_tok140_seed07_a_delivery_label_on_a_cardboard_box__banded-frontier_best.json,5,trajectory_truncation_failure,0.3343655892531993,0.1335901210937471,0.09485328226415095,0.5596460059954154,0.4,0.5252976190476191,0.24000000000000005,0.6,0.75,0.6,0.944077145041795,0.6470588235294117,0.41,0.4666666666666666,0.7,0.3,0.2770340630687792,0.23383104905352114,1,0.13897776678937018,3,0.40481867872372695,A delivery label on a cardboard box
