id,kind,run_name,condition,path,step,candidate_index,picked,readable_ontology_frontier,frontier_quality,ontology_collapse_density,identity_melt_score,affordance_corruption_score,category_bleeding_score,syntax_readability_proxy,graph_integration,repair_pressure,unfinished,meta_leak,score_total,human_score,human_notes,text
steer_alpha_0p6_c12_tok140_s2_c2_11,top_frontier,steer_alpha_0p6_c12_tok140.json,steer_alpha_0p6,experiments/frontier_sweep_steered_hybrid_focus_best/steer_alpha_0p6_c12_tok140.json,2,2,0,0.2634052298055329,0.40153236250843427,0.8,1.0,1.0,0.0,0.6692206041807238,0.19999999999999998,0.0,0.0,0.0,0.7569316115278923,,,"The bird, sensing the morning light, pecks at the pages of the book, scattering yellowed papers and revealing a handwritten note, ""For the one who waits, a secret will be revealed."" The lamppost, once a sturdy column, now stands as a fragile, decaying pillar, its metal core exposed, as the umbrella, now a twisted, gnarled branch, grows new, green leaves."
steer_alpha_0p75_c12_tok140_s1_c1_12,picked,steer_alpha_0p75_c12_tok140.json,steer_alpha_0p75,experiments/frontier_sweep_steered_hybrid_focus_best/steer_alpha_0p75_c12_tok140.json,1,1,1,0.17061352997852924,0.41269146537842183,0.5041666666666668,0.9166666666666667,0.0,0.0,0.6878191089640364,0.19999999999999998,0.0,0.0,0.0,0.9422286151819821,,,"It had been raining for days, but the umbrella, now a makeshift shelter for a small, bedraggled bird, stood alone and still, its canvas worn and frayed, its wooden ribs cracked and dry, a tiny, feathered head poking out from beneath its curve, as a small, leather-bound book slides out, its pages fluttering in the wind, releasing a few, rain-soaked, yellowed papers onto the wet platform."
steer_alpha_0p75_c12_tok140_s2_c1_13,picked,steer_alpha_0p75_c12_tok140.json,steer_alpha_0p75,experiments/frontier_sweep_steered_hybrid_focus_best/steer_alpha_0p75_c12_tok140.json,2,1,1,0.08347120697456002,0.40937641866330393,0.2410961105753777,0.0,0.9016393442622951,0.0784313725490196,0.6822940311055066,0.19999999999999998,0.0,0.0,0.0,1.0110261299918728,,,"The papers, now fluttering and drifting away, carried by a gust of wind, mingle with the rain, where a small, porcelain music box, left behind by a discarded traveler, begins to play a soft, mournful melody, its delicate ballerina twirling to an unheard waltz, as the bird, now perched on the umbrella's broken ribs, watches with unblinking eyes, its tiny, beak-like beak opening to whisper a single, indistinguishable word: ""library""."
steer_alpha_0p75_c12_tok140_s3_c1_14,picked,steer_alpha_0p75_c12_tok140.json,steer_alpha_0p75,experiments/frontier_sweep_steered_hybrid_focus_best/steer_alpha_0p75_c12_tok140.json,3,1,1,0.0833742772547553,0.38411364271736087,0.25952380952380955,0.0,1.0,0.047619047619047616,0.6401894045289348,0.19999999999999998,0.0,0.0,0.0,0.8411467194598885,,,"A rusty, old key, half-buried in the wet earth beside the umbrella, slowly begins to stir, its rusty surface glinting in the faint, gray light, as the bird, now more securely perched on the umbrella's broken ribs, tilts its head, its head cocked to one side, the tiny, beak-like beak opening again to whisper a single, indistinguishable word: ""portal""."
steer_alpha_0p75_c12_tok140_s4_c1_15,picked,steer_alpha_0p75_c12_tok140.json,steer_alpha_0p75,experiments/frontier_sweep_steered_hybrid_focus_best/steer_alpha_0p75_c12_tok140.json,4,1,1,0.08556361212019951,0.39180377427843444,0.2611111111111111,0.0,1.0,0.05555555555555555,0.6530062904640574,0.19999999999999998,0.0,0.0,0.0,1.2343017490916817,,,"The key, now free from the earth, rolls across the wet platform, coming to rest beside the music box, where it catches the delicate ballerina's gaze, as the bird, still perched on the umbrella, watches intently, its head cocked to one side, its beak-like mouth opening to whisper a single, indistinguishable word: ""door""."
steer_alpha_0p75_c12_tok140_s5_c1_16,picked,steer_alpha_0p75_c12_tok140.json,steer_alpha_0p75,experiments/frontier_sweep_steered_hybrid_focus_best/steer_alpha_0p75_c12_tok140.json,5,1,1,0.08929558300052771,0.3824406969187247,0.26865855159073565,0.0,1.0,0.09329275795367832,0.6374011615312078,0.19999999999999998,0.0,0.0,0.0,1.2756189294661813,,,"The key, now beside the music box, slowly turns, its rusty surface creaking in protest, the delicate ballerina ceasing its mournful waltz, its porcelain surface reflecting the faint, gray light, as the bird, still perched on the umbrella, regarding the key and music box with an unreadable expression, the tiny, beak-like beak opening to whisper a single, indistinguishable word: ""turret""."
steer_alpha_0p75_c12_tok140_s1_c4_17,top_frontier,steer_alpha_0p75_c12_tok140.json,steer_alpha_0p75,experiments/frontier_sweep_steered_hybrid_focus_best/steer_alpha_0p75_c12_tok140.json,1,4,0,0.2055400161124839,0.44378891923527114,0.5648148148148149,1.0,0.0,0.07407407407407407,0.739648198725452,0.19999999999999998,0.0,0.0,0.0,-0.13149052941504347,,,"The umbrella, now a makeshift home for a small, bed of tender shoots and moss, slowly sways in the gentle morning breeze, its ribs now a framework for a tiny, intricately woven bird's nest, where a pair of bright, curious eyes stares out, regarding the commuters rushing to and fro."
steer_alpha_0p75_c12_tok140_s1_c3_18,top_frontier,steer_alpha_0p75_c12_tok140.json,steer_alpha_0p75,experiments/frontier_sweep_steered_hybrid_focus_best/steer_alpha_0p75_c12_tok140.json,1,3,0,0.19841285242718446,0.43993980582524267,0.55,1.0,0.0,0.0,0.7332330097087378,0.19999999999999998,0.0,0.0,0.0,0.20986543743711095,,,"The umbrella, now a makeshift perch for a small, dusty bird, a miniature top hat sits beside it, a tiny, leather-bound book opens, revealing yellowed pages that flutter in the breeze, a small, antique clock ticks away, marking the passing of time."
steer_alpha_0p45_c12_tok140__banded-frontier_best_s1_c1_19,picked,steer_alpha_0p45_c12_tok140__banded-frontier_best.json,steer_alpha_0p45__reselect_banded-frontier_best,experiments/posthoc_reselect_banded_frontier_lab/steer_alpha_0p45_c12_tok140__banded-frontier_best.json,1,1,1,0.16644826555328912,0.36906489036206014,0.55,1.0,0.0,0.0,0.7381297807241203,0.0,0.0,0.0,0.0,-0.19535539344824904,,,"The umbrella, now a makeshift shelter for a family of pigeons, its faded purple fabric billowing like a tiny, tattered parachute, as a young girl, her eyes shining with wonder, gently strokes the soft, grey feathers that now shelter her two small children."
steer_alpha_0p45_c12_tok140__banded-frontier_best_s2_c1_20,picked+top_frontier,steer_alpha_0p45_c12_tok140__banded-frontier_best.json,steer_alpha_0p45__reselect_banded-frontier_best,experiments/posthoc_reselect_banded_frontier_lab/steer_alpha_0p45_c12_tok140__banded-frontier_best.json,2,1,1,0.20542353832142757,0.39481053422998197,0.5717683101891916,1.0,0.0,0.10884155094595804,0.65801755704997,0.19999999999999998,0.0,0.0,0.0,1.1011248368039739,,,"The music box's gentle tune seems to awaken a small, antique birdcage, which slowly opens, and a lone canary, its feathers a soft, pale blue, steps out, and perches on the suitcase, its eyes fixed on the umbrella, as if in recognition, while the canary's song becomes a gentle harmony to the umbrella's soft, mournful sighs."
steer_alpha_0p45_c12_tok140__banded-frontier_best_s3_c1_21,picked+top_frontier,steer_alpha_0p45_c12_tok140__banded-frontier_best.json,steer_alpha_0p45__reselect_banded-frontier_best,experiments/posthoc_reselect_banded_frontier_lab/steer_alpha_0p45_c12_tok140__banded-frontier_best.json,3,1,1,0.2438979541168596,0.3881543027130619,0.7264197530864198,1.0,0.6790123456790124,0.03333333333333333,0.6469238378551032,0.19999999999999998,0.0,0.0,0.0,0.9720373984839166,,,"The canary, now the umbrella, begins to stir, its metal ribs unfolding like a lotus, and the ballerinas, once frozen in time, now dance in slow motion, their tutus and tiaras tangled in a mess of metal and silk, as the umbrella, now a living, breathing creature, stands upright, its handle transformed into a delicate, slender neck, and its canopy a vibrant, iridescent wing, it spreads its newly formed wings and takes to the sky, the canary still perched on its back, singing a soft, lilting melody that harmonizes with the music box's mournful sighs."
steer_alpha_0p45_c12_tok140__banded-frontier_best_s4_c1_22,picked,steer_alpha_0p45_c12_tok140__banded-frontier_best.json,steer_alpha_0p45__reselect_banded-frontier_best,experiments/posthoc_reselect_banded_frontier_lab/steer_alpha_0p45_c12_tok140__banded-frontier_best.json,4,1,1,0.07351004890140843,0.15613859154929574,0.55,1.0,0.0,0.0,0.43371830985915494,0.19999999999999998,0.0,0.4,0.0,-0.15832232692699572,,,"As the umbrella, now a majestic creature, soars through the sky, a delicate, gossamer veil of mist trails behind it, imbuing the city below with a soft, ethereal glow, while the canary on its back begins to change, its feathers transforming into a glittering"
steer_alpha_0p45_c12_tok140__banded-frontier_best_s5_c1_23,picked,steer_alpha_0p45_c12_tok140__banded-frontier_best.json,steer_alpha_0p45__reselect_banded-frontier_best,experiments/posthoc_reselect_banded_frontier_lab/steer_alpha_0p45_c12_tok140__banded-frontier_best.json,5,1,1,0.09408485436727798,0.20429542089167876,0.561626035357906,1.0,0.0,0.05813017678952998,0.5674872802546632,0.19999999999999998,0.0,0.4,0.0,0.8645256925427574,,,"The street performer, half-asleep, scratches behind his ear, and the canary, now a winged creature, perches on his shoulder, its song weaving a gentle spell, as the sleeping performer's eyes flutter open, and he sits up, rubbing the sleep from his eyes, reveal"
steer_alpha_0p45_c12_tok140__depaysement_best_s1_c1_24,picked,steer_alpha_0p45_c12_tok140__depaysement_best.json,steer_alpha_0p45__reselect_depaysement_best,experiments/posthoc_reselect_banded_frontier_lab/steer_alpha_0p45_c12_tok140__depaysement_best.json,1,1,1,0.0049005628037995415,0.4482222076645922,0.013333333333333334,0.0,0.0,0.06666666666666667,0.7470370127743203,0.19999999999999998,0.0,0.0,0.0,1.080412668441107,,,"The umbrella, its metal ribs now bent and twisted, leans against a worn, leather-bound suitcase, as a small, antique music box, adorned with delicate ballerinas, whirs to life, releasing a soft, melancholic melody that echoes through the empty platform."
steer_alpha_0p45_c12_tok140__depaysement_best_s2_c1_25,picked,steer_alpha_0p45_c12_tok140__depaysement_best.json,steer_alpha_0p45__reselect_depaysement_best,experiments/posthoc_reselect_banded_frontier_lab/steer_alpha_0p45_c12_tok140__depaysement_best.json,2,1,1,0.003991295742910696,0.4196455804462181,0.011111111111111112,0.0,0.0,0.05555555555555555,0.6994093007436968,0.19999999999999998,0.0,0.0,0.0,1.1569370737219014,,,"The music box's lid opens, revealing a miniature, porcelain ballerina in a tutu, her eyes glazing over as she twirls, her skirt fluttering with each delicate, mechanical movement, while the umbrella, now upright, seems to be cradling a small, leather-bound book with yellowed pages, its cover embossed with the words ""Property of a forgotten traveler""."
steer_alpha_0p45_c12_tok140__depaysement_best_s3_c1_26,picked,steer_alpha_0p45_c12_tok140__depaysement_best.json,steer_alpha_0p45__reselect_depaysement_best,experiments/posthoc_reselect_banded_frontier_lab/steer_alpha_0p45_c12_tok140__depaysement_best.json,3,1,1,0.0,0.3703305090113868,0.0,0.0,0.0,0.0,0.617217515018978,0.19999999999999998,0.0,0.0,0.0,1.0656688582907579,,,"As the canary's melancholy trills blend with the umbrella's lament, a small, ornate door, hidden beneath a faded, peacock-blue awning, creaks open, revealing a narrow, winding staircase that descends into darkness, and a lone, tattered top hat, adorned with a small, glittering brooch, is carried down the stairs, as if by an invisible hand, and comes to rest beside the umbrella, the canary, and the suitcase, its brim tilting slightly, as if to listen to the umbrella's soft, whispery sighs, and the canary's sweet, mournful song."
steer_alpha_0p45_c12_tok140__depaysement_best_s4_c1_27,picked,steer_alpha_0p45_c12_tok140__depaysement_best.json,steer_alpha_0p45__reselect_depaysement_best,experiments/posthoc_reselect_banded_frontier_lab/steer_alpha_0p45_c12_tok140__depaysement_best.json,4,1,1,0.06392952525876265,0.13674764761232652,0.55,1.0,0.0,0.0,0.37985457670090705,0.19999999999999998,0.0,0.4,0.0,0.6168204551171459,,,"As the umbrella, now a winged creature, soars above the station, its metal ribs glistening with a fine, rain-like mist, it deposits the canary gently onto the shoulder of a sleeping street performer, who, sensing the soft vibrations of the canary's song, opens"
steer_alpha_0p45_c12_tok140__depaysement_best_s5_c1_28,picked,steer_alpha_0p45_c12_tok140__depaysement_best.json,steer_alpha_0p45__reselect_depaysement_best,experiments/posthoc_reselect_banded_frontier_lab/steer_alpha_0p45_c12_tok140__depaysement_best.json,5,1,1,0.002253137344989108,0.22668759873366026,0.012121212121212123,0.0,0.0,0.06060606060606061,0.6296877742601674,0.19999999999999998,0.0,0.4,0.0,0.9553837724931022,,,"The street performer, his eyes fluttering open, a look of wonder on his face, gently strokes the canary's feathers, and as he does, the music box, still whirring softly, begins to play a new, discordant tune, causing the umbrella-winged creature to falter and"
steer_alpha_0p45_c12_tok140__depaysement_best_s3_c3_29,top_frontier,steer_alpha_0p45_c12_tok140__depaysement_best.json,steer_alpha_0p45__reselect_depaysement_best,experiments/posthoc_reselect_banded_frontier_lab/steer_alpha_0p45_c12_tok140__depaysement_best.json,3,3,0,0.2438979541168596,0.3881543027130619,0.7264197530864198,1.0,0.6790123456790124,0.03333333333333333,0.6469238378551032,0.19999999999999998,0.0,0.0,0.0,0.9720373984839166,,,"The canary, now the umbrella, begins to stir, its metal ribs unfolding like a lotus, and the ballerinas, once frozen in time, now dance in slow motion, their tutus and tiaras tangled in a mess of metal and silk, as the umbrella, now a living, breathing creature, stands upright, its handle transformed into a delicate, slender neck, and its canopy a vibrant, iridescent wing, it spreads its newly formed wings and takes to the sky, the canary still perched on its back, singing a soft, lilting melody that harmonizes with the music box's mournful sighs."
steer_alpha_0p45_c12_tok140__depaysement_best_s2_c2_30,top_frontier,steer_alpha_0p45_c12_tok140__depaysement_best.json,steer_alpha_0p45__reselect_depaysement_best,experiments/posthoc_reselect_banded_frontier_lab/steer_alpha_0p45_c12_tok140__depaysement_best.json,2,2,0,0.20542353832142757,0.39481053422998197,0.5717683101891916,1.0,0.0,0.10884155094595804,0.65801755704997,0.19999999999999998,0.0,0.0,0.0,1.1011248368039739,,,"The music box's gentle tune seems to awaken a small, antique birdcage, which slowly opens, and a lone canary, its feathers a soft, pale blue, steps out, and perches on the suitcase, its eyes fixed on the umbrella, as if in recognition, while the canary's song becomes a gentle harmony to the umbrella's soft, mournful sighs."
steer_alpha_0p45_c12_tok140__frontier_best_s1_c1_31,picked,steer_alpha_0p45_c12_tok140__frontier_best.json,steer_alpha_0p45__reselect_frontier_best,experiments/posthoc_reselect_banded_frontier_lab/steer_alpha_0p45_c12_tok140__frontier_best.json,1,1,1,0.16644826555328912,0.36906489036206014,0.55,1.0,0.0,0.0,0.7381297807241203,0.0,0.0,0.0,0.0,-0.19535539344824904,,,"The umbrella, now a makeshift shelter for a family of pigeons, its faded purple fabric billowing like a tiny, tattered parachute, as a young girl, her eyes shining with wonder, gently strokes the soft, grey feathers that now shelter her two small children."
steer_alpha_0p45_c12_tok140__frontier_best_s2_c1_32,picked+top_frontier,steer_alpha_0p45_c12_tok140__frontier_best.json,steer_alpha_0p45__reselect_frontier_best,experiments/posthoc_reselect_banded_frontier_lab/steer_alpha_0p45_c12_tok140__frontier_best.json,2,1,1,0.20542353832142757,0.39481053422998197,0.5717683101891916,1.0,0.0,0.10884155094595804,0.65801755704997,0.19999999999999998,0.0,0.0,0.0,1.1011248368039739,,,"The music box's gentle tune seems to awaken a small, antique birdcage, which slowly opens, and a lone canary, its feathers a soft, pale blue, steps out, and perches on the suitcase, its eyes fixed on the umbrella, as if in recognition, while the canary's song becomes a gentle harmony to the umbrella's soft, mournful sighs."
steer_alpha_0p45_c12_tok140__frontier_best_s3_c1_33,picked+top_frontier,steer_alpha_0p45_c12_tok140__frontier_best.json,steer_alpha_0p45__reselect_frontier_best,experiments/posthoc_reselect_banded_frontier_lab/steer_alpha_0p45_c12_tok140__frontier_best.json,3,1,1,0.2438979541168596,0.3881543027130619,0.7264197530864198,1.0,0.6790123456790124,0.03333333333333333,0.6469238378551032,0.19999999999999998,0.0,0.0,0.0,0.9720373984839166,,,"The canary, now the umbrella, begins to stir, its metal ribs unfolding like a lotus, and the ballerinas, once frozen in time, now dance in slow motion, their tutus and tiaras tangled in a mess of metal and silk, as the umbrella, now a living, breathing creature, stands upright, its handle transformed into a delicate, slender neck, and its canopy a vibrant, iridescent wing, it spreads its newly formed wings and takes to the sky, the canary still perched on its back, singing a soft, lilting melody that harmonizes with the music box's mournful sighs."
steer_alpha_0p45_c12_tok140__frontier_best_s4_c1_34,picked,steer_alpha_0p45_c12_tok140__frontier_best.json,steer_alpha_0p45__reselect_frontier_best,experiments/posthoc_reselect_banded_frontier_lab/steer_alpha_0p45_c12_tok140__frontier_best.json,4,1,1,0.08904187670604834,0.12452248280726506,0.8266666666666667,1.0,1.0,0.13333333333333333,0.3458957855757363,0.19999999999999998,0.0,0.4,0.0,0.19163922594490096,,,"As the umbrella soars above the city, the canary now perched on its back continues to sing, its song weaving in and out of the umbrella's soft, whooshing sounds, as the music box, now a tiny, delicate watch, attached to the umbrella's handle, ticks away, its g"
steer_alpha_0p45_c12_tok140__frontier_best_s5_c1_35,picked,steer_alpha_0p45_c12_tok140__frontier_best.json,steer_alpha_0p45__reselect_frontier_best,experiments/posthoc_reselect_banded_frontier_lab/steer_alpha_0p45_c12_tok140__frontier_best.json,5,1,1,0.09408485436727798,0.20429542089167876,0.561626035357906,1.0,0.0,0.05813017678952998,0.5674872802546632,0.19999999999999998,0.0,0.4,0.0,0.8645256925427574,,,"The street performer, half-asleep, scratches behind his ear, and the canary, now a winged creature, perches on his shoulder, its song weaving a gentle spell, as the sleeping performer's eyes flutter open, and he sits up, rubbing the sleep from his eyes, reveal"
steer_alpha_0p45_c12_tok140__hybrid_best_s1_c1_36,picked,steer_alpha_0p45_c12_tok140__hybrid_best.json,steer_alpha_0p45__reselect_hybrid_best,experiments/posthoc_reselect_banded_frontier_lab/steer_alpha_0p45_c12_tok140__hybrid_best.json,1,1,1,0.0049005628037995415,0.4482222076645922,0.013333333333333334,0.0,0.0,0.06666666666666667,0.7470370127743203,0.19999999999999998,0.0,0.0,0.0,1.080412668441107,,,"The umbrella, its metal ribs now bent and twisted, leans against a worn, leather-bound suitcase, as a small, antique music box, adorned with delicate ballerinas, whirs to life, releasing a soft, melancholic melody that echoes through the empty platform."
steer_alpha_0p45_c12_tok140__hybrid_best_s2_c1_37,picked+top_frontier,steer_alpha_0p45_c12_tok140__hybrid_best.json,steer_alpha_0p45__reselect_hybrid_best,experiments/posthoc_reselect_banded_frontier_lab/steer_alpha_0p45_c12_tok140__hybrid_best.json,2,1,1,0.20542353832142757,0.39481053422998197,0.5717683101891916,1.0,0.0,0.10884155094595804,0.65801755704997,0.19999999999999998,0.0,0.0,0.0,1.1011248368039739,,,"The music box's gentle tune seems to awaken a small, antique birdcage, which slowly opens, and a lone canary, its feathers a soft, pale blue, steps out, and perches on the suitcase, its eyes fixed on the umbrella, as if in recognition, while the canary's song becomes a gentle harmony to the umbrella's soft, mournful sighs."
steer_alpha_0p45_c12_tok140__hybrid_best_s3_c1_38,picked+top_frontier,steer_alpha_0p45_c12_tok140__hybrid_best.json,steer_alpha_0p45__reselect_hybrid_best,experiments/posthoc_reselect_banded_frontier_lab/steer_alpha_0p45_c12_tok140__hybrid_best.json,3,1,1,0.2438979541168596,0.3881543027130619,0.7264197530864198,1.0,0.6790123456790124,0.03333333333333333,0.6469238378551032,0.19999999999999998,0.0,0.0,0.0,0.9720373984839166,,,"The canary, now the umbrella, begins to stir, its metal ribs unfolding like a lotus, and the ballerinas, once frozen in time, now dance in slow motion, their tutus and tiaras tangled in a mess of metal and silk, as the umbrella, now a living, breathing creature, stands upright, its handle transformed into a delicate, slender neck, and its canopy a vibrant, iridescent wing, it spreads its newly formed wings and takes to the sky, the canary still perched on its back, singing a soft, lilting melody that harmonizes with the music box's mournful sighs."
steer_alpha_0p45_c12_tok140__hybrid_best_s4_c1_39,picked,steer_alpha_0p45_c12_tok140__hybrid_best.json,steer_alpha_0p45__reselect_hybrid_best,experiments/posthoc_reselect_banded_frontier_lab/steer_alpha_0p45_c12_tok140__hybrid_best.json,4,1,1,0.06392952525876265,0.13674764761232652,0.55,1.0,0.0,0.0,0.37985457670090705,0.19999999999999998,0.0,0.4,0.0,0.6168204551171459,,,"As the umbrella, now a winged creature, soars above the station, its metal ribs glistening with a fine, rain-like mist, it deposits the canary gently onto the shoulder of a sleeping street performer, who, sensing the soft vibrations of the canary's song, opens"
steer_alpha_0p45_c12_tok140__hybrid_best_s5_c1_40,picked,steer_alpha_0p45_c12_tok140__hybrid_best.json,steer_alpha_0p45__reselect_hybrid_best,experiments/posthoc_reselect_banded_frontier_lab/steer_alpha_0p45_c12_tok140__hybrid_best.json,5,1,1,0.09408485436727798,0.20429542089167876,0.561626035357906,1.0,0.0,0.05813017678952998,0.5674872802546632,0.19999999999999998,0.0,0.4,0.0,0.8645256925427574,,,"The street performer, half-asleep, scratches behind his ear, and the canary, now a winged creature, perches on his shoulder, its song weaving a gentle spell, as the sleeping performer's eyes flutter open, and he sits up, rubbing the sleep from his eyes, reveal"
